Time,I: the_voltage,I: the_turn_indicator_lever,I: the_emergency_flashing,O: the_indication_lights,O: the_flashing_mode,O: the_flashing_timer
0,0,0,0,2,2,0
1,80,2,2,2,2,0
2,82,2,0,3,3,0
3,79,0,1,2,0,0
4,0,2,2,2,0,0
5,0,3,1,2,0,0
6,80,0,1,2,0,0
7,80,0,0,2,0,0
8,81,0,1,0,0,0
9,79,0,0,2,0,0
10,1,1,0,2,1,0
11,0,2,2,2,1,0
12,79,3,1,2,0,0
13,80,3,1,2,0,0
14,82,0,2,0,0,0
15,82,1,1,0,0,0
16,80,0,1,2,0,0
17,0,0,1,2,0,0
18,81,2,2,0,0,0
19,82,1,0,1,1,0
20,80,1,0,2,1,0
21,79,1,2,2,1,0
22,81,3,1,0,0,0
23,0,2,2,2,0,0
24,1,3,2,2,0,0
25,82,2,1,0,0,0
26,81,2,1,0,0,0
27,81,3,1,0,0,0
28,81,2,0,3,3,0
29,79,0,2,2,3,0
30,1,3,1,2,0,0
31,1,1,0,2,1,0
32,0,1,0,2,1,0
33,82,2,2,1,1,0
34,79,3,1,2,0,0
35,81,0,0,0,0,0
36,81,2,0,3,3,0
37,79,1,2,2,3,0
38,1,2,2,2,3,0
39,81,3,1,0,0,0
40,0,1,0,2,1,0
41,81,0,2,1,1,0
42,82,3,1,0,0,0
43,0,2,2,2,0,0
44,1,3,1,2,0,0
45,82,2,0,3,3,0
46,80,0,2,2,3,0
47,81,0,0,3,3,0
48,1,1,0,2,1,0
49,0,3,2,2,1,0
50,81,2,1,0,0,0
51,1,1,0,2,1,0
52,80,2,0,2,3,0
53,1,2,2,2,3,0
54,80,0,1,2,0,0
55,79,3,2,2,0,0
56,81,3,0,0,0,0
57,79,0,1,2,0,0
58,0,2,2,2,0,0
59,80,0,0,2,0,0
60,0,3,0,2,0,0
61,82,2,2,0,0,0
62,82,1,2,0,0,0
63,81,2,2,0,0,0
64,81,1,0,1,1,0
65,81,0,0,1,1,0
66,80,0,0,2,1,0
67,0,0,1,2,0,0
68,82,0,1,0,0,0
69,0,2,0,2,3,0
70,1,1,2,2,3,0
71,80,0,2,2,3,0
72,79,0,2,2,3,0
73,1,3,0,2,3,0
74,0,1,2,2,3,0
75,81,2,2,3,3,0
76,79,3,2,2,3,0
77,0,0,0,2,3,0
78,0,0,0,2,3,0
79,0,2,0,2,3,0
80,79,2,1,2,0,0
81,81,1,1,1,1,0
82,1,0,2,2,1,0
83,79,2,0,2,3,0
84,80,3,0,2,3,0
85,1,1,1,2,0,0
86,81,1,2,0,0,0
87,79,2,2,2,0,0
88,81,1,0,1,1,0
89,82,2,2,1,1,0
90,0,1,0,2,1,0
91,81,1,0,1,1,0
92,1,2,0,2,3,0
93,0,2,0,2,3,0
94,79,1,1,2,0,0
95,79,2,2,2,0,0
96,0,2,0,2,3,0
97,1,3,0,2,3,0
98,79,2,1,2,0,0
99,82,1,1,1,1,0
100,80,0,2,2,1,0
101,81,1,1,0,0,0
102,79,3,0,2,0,0
103,79,1,1,2,0,0
104,81,3,2,0,0,0
105,81,1,2,0,0,0
106,80,2,1,2,0,0
107,1,0,2,2,0,0
108,80,0,0,2,0,0
109,80,3,1,2,0,0
110,0,2,2,2,0,0
111,81,1,1,0,0,0
112,79,2,0,2,3,0
113,1,2,1,2,0,0
114,81,2,1,0,0,0
115,0,3,0,2,0,0
116,80,3,2,2,0,0
117,1,0,2,2,0,0
118,82,0,1,0,0,0
119,79,0,0,2,0,0
120,80,0,0,2,0,0
121,79,1,2,2,0,0
122,1,2,2,2,0,0
123,1,3,2,2,0,0
124,80,0,1,2,0,0
125,0,0,1,2,0,0
126,1,1,2,2,0,0
127,0,1,2,2,0,0
128,80,0,1,2,0,0
129,0,1,0,2,1,0
130,80,2,2,2,1,0
131,1,2,2,2,1,0
132,1,0,0,2,1,0
133,80,0,0,2,1,0
134,80,3,0,2,1,0
135,79,2,2,2,1,0
136,80,2,1,2,0,0
137,80,1,2,2,0,0
138,79,3,2,2,0,0
139,0,1,2,2,0,0
140,1,1,2,2,0,0
141,79,0,2,2,0,0
142,80,3,0,2,0,0
143,1,2,2,2,0,0
144,81,0,1,0,0,0
145,80,0,2,2,0,0
146,79,2,2,2,0,0
147,82,2,0,3,3,0
148,1,3,1,2,0,0
149,80,1,1,2,1,0
150,1,3,0,2,1,0
151,0,1,2,2,1,0
152,80,1,0,2,1,0
153,79,2,0,2,3,0
154,0,2,1,2,0,0
155,1,3,0,2,0,0
156,81,0,0,0,0,0
157,79,3,2,2,0,0
158,81,1,0,1,1,0
159,81,0,2,1,1,0
