Time,I: the_voltage,I: the_turn_indicator_lever,I: the_emergency_flashing,O: the_indication_lights,O: the_flashing_mode,O: the_flashing_timer
0,0,0,0,2,2,0
1,82,2,2,2,2,0
2,1,3,2,2,2,0
3,79,3,2,2,2,0
4,79,1,1,2,0,0
5,82,3,1,0,0,0
6,0,2,1,2,3,0
7,0,0,2,2,3,0
8,80,1,0,2,1,0
9,80,0,1,2,0,0
10,81,1,1,1,1,0
11,81,0,2,1,1,0
12,1,0,1,2,0,0
13,0,1,0,2,1,0
14,82,3,2,1,1,0
15,0,1,2,2,1,0
16,1,1,0,2,1,0
17,82,1,1,0,0,0
18,1,0,2,2,0,0
19,80,2,1,2,0,0
20,81,0,1,0,0,0
21,81,2,1,3,3,0
22,79,2,2,2,3,0
23,79,3,0,2,3,0
24,82,0,2,3,3,0
25,79,3,0,2,3,0
26,0,0,2,2,3,0
27,79,2,0,2,3,0
28,82,2,0,3,3,0
29,82,0,0,3,3,0
30,1,1,1,2,0,0
31,81,1,2,0,0,0
32,79,3,2,2,0,0
33,79,1,2,2,0,0
34,0,0,0,2,0,0
35,80,2,0,2,3,0
