Time,I: the_voltage,I: the_turn_indicator_lever,I: the_emergency_flashing,O: the_indication_lights,O: the_flashing_mode,O: the_flashing_timer
0,0,0,0,2,2,0
1,81,1,0,1,1,0
2,0,0,1,2,0,0
3,82,2,0,3,3,0
4,79,3,0,2,3,0
5,79,3,0,2,3,0
6,81,2,1,0,0,0
7,82,0,0,0,0,0
8,1,3,0,2,0,0
9,82,3,1,0,0,0
10,82,3,2,0,0,0
11,79,2,2,2,0,0
12,79,0,2,2,0,0
13,80,0,0,2,0,0
14,82,2,1,0,0,0
15,80,3,2,2,0,0
16,1,0,0,2,0,0
17,0,3,0,2,0,0
18,82,3,1,0,0,0
19,80,0,1,2,0,0
20,82,0,0,0,0,0
21,80,1,1,2,0,0
22,82,1,0,1,1,0
23,80,3,2,2,1,0
24,0,3,2,2,1,0
25,1,1,1,2,0,0
26,81,3,2,0,0,0
27,82,0,1,0,0,0
28,0,1,1,2,1,0
29,79,2,2,2,1,0
30,1,0,1,2,0,0
31,79,2,2,2,0,0
32,82,3,2,0,0,0
33,79,3,2,2,0,0
34,82,2,0,3,3,0
35,1,3,1,2,0,0
36,79,1,0,2,1,0
37,79,3,2,2,1,0
38,79,1,1,2,0,0
39,1,1,1,2,0,0
40,80,0,1,2,0,0
41,81,1,1,1,1,0
42,1,2,0,2,3,0
43,80,1,0,2,1,0
44,81,3,1,0,0,0
45,0,1,0,2,1,0
46,1,2,2,2,1,0
47,81,3,0,1,1,0
48,0,0,0,2,1,0
49,82,3,0,1,1,0
50,1,3,0,2,1,0
51,0,3,1,2,0,0
52,79,0,0,2,0,0
53,82,1,2,0,0,0
54,0,2,2,2,0,0
55,1,3,2,2,0,0
56,0,3,2,2,0,0
57,0,2,0,2,3,0
58,81,3,0,3,3,0
59,79,3,0,2,3,0
60,79,1,0,2,1,0
61,82,1,1,0,0,0
62,82,1,0,1,1,0
63,1,3,0,2,1,0
64,81,1,0,1,1,0
65,79,3,0,2,1,0
66,1,0,1,2,0,0
67,1,0,1,2,0,0
68,0,0,1,2,0,0
69,0,3,1,2,0,0
70,1,2,0,2,3,0
71,1,1,0,2,1,0
72,82,0,0,1,1,0
73,82,2,1,0,0,0
74,79,2,2,2,0,0
75,1,1,2,2,0,0
76,82,2,2,0,0,0
77,81,0,0,0,0,0
78,1,2,0,2,3,0
79,82,0,0,3,3,0
80,81,2,0,3,3,0
81,0,0,0,2,3,0
82,1,1,1,2,0,0
83,79,1,1,2,0,0
84,79,0,0,2,0,0
