Time,I: the_voltage,I: the_turn_indicator_lever,I: the_emergency_flashing,O: the_indication_lights,O: the_flashing_mode,O: the_flashing_timer
0,0,0,0,2,2,0
1,81,1,0,1,1,0
2,0,1,2,2,1,0
3,79,2,0,2,3,0
4,1,0,0,2,3,0
5,80,3,2,2,3,0
6,80,1,2,2,3,0
7,80,3,1,2,0,0
8,81,1,1,1,1,0
9,1,0,0,2,1,0
10,0,3,2,2,1,0
11,79,2,1,2,0,0
12,1,0,1,2,0,0
13,80,2,0,2,3,0
14,1,1,0,2,1,0
15,81,1,0,1,1,0
16,80,0,2,2,1,0
17,79,2,1,2,0,0
18,81,0,0,0,0,0
19,81,1,1,0,0,0
20,81,0,2,0,0,0
21,80,1,0,2,1,0
22,79,1,1,2,0,0
23,80,2,0,2,3,0
24,82,3,0,3,3,0
25,79,0,1,2,0,0
26,1,3,1,2,0,0
27,82,2,0,3,3,0
28,79,1,1,2,0,0
29,82,0,2,0,0,0
30,79,0,2,2,0,0
31,0,1,1,2,0,0
32,81,1,1,0,0,0
33,82,0,1,0,0,0
34,82,3,0,0,0,0
35,80,2,2,2,0,0
36,1,0,2,2,0,0
37,82,0,1,0,0,0
38,80,3,1,2,0,0
39,81,1,2,0,0,0
40,79,1,1,2,0,0
41,0,0,0,2,0,0
42,0,3,2,2,0,0
43,82,1,0,1,1,0
44,81,1,2,1,1,0
45,82,2,1,0,0,0
46,80,1,1,2,1,0
47,81,0,0,1,1,0
48,79,2,2,2,1,0
49,1,1,2,2,1,0
50,81,0,2,1,1,0
51,80,2,0,2,3,0
52,1,1,0,2,1,0
53,81,1,1,0,0,0
54,80,1,2,2,0,0
55,82,2,1,0,0,0
56,82,0,1,0,0,0
57,1,0,1,2,0,0
58,1,1,0,2,1,0
59,81,1,1,0,0,0
60,82,0,1,0,0,0
61,80,1,1,2,1,0
62,79,3,0,2,1,0
63,1,0,0,2,1,0
64,81,0,2,1,1,0
65,79,2,0,2,3,0
66,1,3,2,2,3,0
67,80,3,1,2,0,0
68,82,2,1,3,3,0
69,82,3,0,3,3,0
70,80,1,2,2,3,0
71,82,3,0,3,3,0
72,79,3,2,2,3,0
73,79,0,1,2,0,0
74,0,2,1,2,3,0
75,0,2,0,2,3,0
76,1,2,1,2,0,0
77,81,3,0,0,0,0
78,82,0,0,0,0,0
79,1,1,1,2,0,0
80,1,1,1,2,0,0
81,80,1,0,2,1,0
82,80,1,0,2,1,0
83,1,3,2,2,1,0
84,80,2,2,2,1,0
85,1,3,0,2,1,0
86,1,2,2,2,1,0
87,0,0,1,2,0,0
88,79,3,2,2,0,0
89,80,3,1,2,0,0
90,0,2,1,2,3,0
91,82,1,0,1,1,0
92,80,2,2,2,1,0
93,1,3,2,2,1,0
94,1,2,1,2,0,0
95,0,1,1,2,1,0
96,0,2,1,2,3,0
97,1,2,0,2,3,0
98,1,3,2,2,3,0
