Time,I: the_voltage,I: the_turn_indicator_lever,I: the_emergency_flashing,O: the_indication_lights,O: the_flashing_mode,O: the_flashing_timer
0,0,0,0,2,2,0
1,0,1,2,2,2,0
2,1,0,2,2,2,0
3,82,0,2,2,2,0
4,0,3,1,2,0,0
5,82,0,0,0,0,0
6,81,2,0,3,3,0
7,79,3,1,2,0,0
8,82,2,2,0,0,0
9,79,3,1,2,0,0
10,0,2,1,2,3,0
11,81,0,1,0,0,0
12,79,1,0,2,1,0
13,79,0,2,2,1,0
14,80,0,1,2,0,0
15,82,2,2,0,0,0
16,1,3,2,2,0,0
17,1,0,1,2,0,0
18,80,3,0,2,0,0
19,80,0,0,2,0,0
20,1,3,0,2,0,0
21,80,1,1,2,0,0
22,1,2,0,2,3,0
23,81,2,2,3,3,0
24,81,3,2,3,3,0
25,81,2,2,3,3,0
26,82,3,1,0,0,0
27,0,0,0,2,0,0
28,79,3,0,2,0,0
29,1,3,0,2,0,0
30,1,1,1,2,0,0
31,80,1,1,2,0,0
32,80,2,1,2,3,0
33,82,1,2,3,3,0
34,81,2,1,0,0,0
35,81,1,1,1,1,0
36,79,2,1,2,3,0
37,0,1,0,2,1,0
38,0,1,1,2,0,0
39,82,2,1,3,3,0
40,0,0,2,2,3,0
41,80,0,1,2,0,0
42,81,3,1,0,0,0
43,79,3,0,2,0,0
44,81,3,0,0,0,0
45,81,2,1,0,0,0
46,1,1,1,2,1,0
47,82,3,0,1,1,0
48,79,3,2,2,1,0
49,79,1,1,2,0,0
50,81,0,0,0,0,0
51,81,3,0,0,0,0
52,82,2,0,3,3,0
53,1,2,0,2,3,0
54,1,0,1,2,0,0
55,81,2,2,0,0,0
56,82,0,1,0,0,0
57,82,1,0,1,1,0
58,79,0,1,2,0,0
59,0,2,1,2,3,0
60,79,1,2,2,3,0
61,1,1,2,2,3,0
62,82,0,2,3,3,0
63,82,2,2,3,3,0
64,82,0,1,0,0,0
65,81,1,1,1,1,0
66,81,0,1,0,0,0
67,82,2,0,3,3,0
68,79,3,0,2,3,0
69,0,3,2,2,3,0
70,1,1,2,2,3,0
71,82,0,1,0,0,0
72,81,2,1,3,3,0
73,80,2,0,2,3,0
74,79,3,2,2,3,0
75,81,3,1,0,0,0
76,0,0,0,2,0,0
77,81,3,0,0,0,0
78,1,1,2,2,0,0
79,0,3,1,2,0,0
80,0,1,1,2,1,0
81,0,3,0,2,1,0
82,81,2,2,1,1,0
83,82,2,1,0,0,0
84,81,0,0,0,0,0
85,0,1,0,2,1,0
86,79,0,2,2,1,0
87,0,1,0,2,1,0
88,82,0,0,1,1,0
89,1,3,0,2,1,0
90,81,1,0,1,1,0
91,1,1,2,2,1,0
92,1,0,1,2,0,0
93,1,1,1,2,1,0
94,82,3,2,1,1,0
95,82,0,0,1,1,0
96,82,2,0,3,3,0
97,82,1,0,1,1,0
98,0,3,1,2,0,0
99,81,2,0,3,3,0
100,82,0,0,3,3,0
101,80,1,1,2,0,0
102,1,1,1,2,0,0
103,0,2,1,2,3,0
104,0,2,1,2,3,0
105,79,2,0,2,3,0
106,0,2,1,2,0,0
107,80,2,2,2,0,0
108,80,3,1,2,0,0
109,0,2,2,2,0,0
110,81,1,0,1,1,0
111,82,2,0,3,3,0
112,81,2,2,3,3,0
113,82,2,2,3,3,0
114,79,0,1,2,0,0
115,81,0,0,0,0,0
116,0,1,1,2,0,0
117,0,3,2,2,0,0
118,82,0,2,0,0,0
119,81,1,2,0,0,0
120,81,1,0,1,1,0
121,1,2,0,2,3,0
122,0,3,0,2,3,0
123,81,2,1,0,0,0
124,79,2,1,2,0,0
125,81,2,1,0,0,0
126,0,1,0,2,1,0
127,0,3,1,2,0,0
128,80,3,1,2,0,0
129,80,3,0,2,0,0
130,79,2,0,2,3,0
131,0,2,1,2,0,0
132,82,2,0,3,3,0
133,79,2,0,2,3,0
134,1,2,0,2,3,0
135,0,3,0,2,3,0
136,81,0,2,3,3,0
137,82,1,0,1,1,0
138,79,3,0,2,1,0
139,79,3,2,2,1,0
140,1,2,1,2,0,0
141,80,3,0,2,0,0
142,81,1,2,0,0,0
143,1,1,0,2,1,0
144,80,2,1,2,0,0
145,80,0,2,2,0,0
146,0,1,0,2,1,0
147,1,1,1,2,0,0
148,82,3,2,0,0,0
149,81,3,1,0,0,0
150,81,1,1,1,1,0
151,79,1,2,2,1,0
152,0,0,1,2,0,0
153,82,2,1,3,3,0
154,79,3,2,2,3,0
155,0,1,2,2,3,0
156,81,0,0,3,3,0
157,0,2,2,2,3,0
158,80,0,1,2,0,0
159,0,0,2,2,0,0
160,0,0,1,2,0,0
161,79,1,2,2,0,0
162,1,0,1,2,0,0
163,79,3,0,2,0,0
164,0,3,1,2,0,0
165,81,2,1,3,3,0
166,80,2,2,2,3,0
167,81,1,0,1,1,0
168,79,1,1,2,0,0
169,82,2,0,3,3,0
170,82,0,2,3,3,0
171,79,1,1,2,0,0
172,0,1,1,2,0,0
173,79,1,2,2,0,0
174,0,2,0,2,3,0
175,80,1,0,2,1,0
176,79,1,0,2,1,0
177,0,3,2,2,1,0
178,82,0,2,1,1,0
179,0,2,1,2,0,0
180,79,0,2,2,0,0
181,82,1,2,0,0,0
182,80,2,2,2,0,0
183,82,3,2,0,0,0
184,79,3,0,2,0,0
185,1,3,2,2,0,0
186,82,1,2,0,0,0
187,0,0,1,2,0,0
188,81,0,2,0,0,0
