Time,I: the_voltage,I: the_turn_indicator_lever,I: the_emergency_flashing,O: the_indication_lights,O: the_flashing_mode,O: the_flashing_timer
0,0,0,0,2,2,0
1,1,3,1,2,0,0
2,1,1,2,2,0,0
3,79,0,0,2,0,0
4,1,1,1,2,0,0
5,80,3,2,2,0,0
6,0,2,1,2,0,0
7,79,1,0,2,1,0
8,80,3,0,2,1,0
9,1,3,2,2,1,0
10,80,2,0,2,3,0
11,0,1,0,2,1,0
12,0,2,0,2,3,0
13,81,1,0,1,1,0
14,79,1,2,2,1,0
15,79,0,0,2,1,0
16,1,2,1,2,0,0
17,79,2,0,2,3,0
18,1,2,2,2,3,0
19,82,2,2,3,3,0
20,0,1,2,2,3,0
21,82,0,2,3,3,0
22,1,2,1,2,0,0
23,80,0,2,2,0,0
24,1,3,2,2,0,0
25,79,2,0,2,3,0
26,79,0,0,2,3,0
27,1,3,2,2,3,0
28,0,0,0,2,3,0
29,0,3,0,2,3,0
30,82,1,0,1,1,0
31,82,3,2,1,1,0
32,82,1,0,1,1,0
33,82,2,2,1,1,0
34,80,2,2,2,1,0
35,1,0,1,2,0,0
36,79,3,0,2,0,0
37,81,0,2,0,0,0
38,81,0,0,0,0,0
39,81,1,2,0,0,0
40,81,3,0,0,0,0
41,0,1,0,2,1,0
42,79,1,1,2,0,0
43,82,1,1,0,0,0
44,80,3,1,2,0,0
45,0,3,1,2,0,0
46,80,3,1,2,0,0
47,81,0,2,0,0,0
48,81,1,2,0,0,0
49,79,2,2,2,0,0
50,82,0,0,0,0,0
51,0,2,0,2,3,0
52,0,2,2,2,3,0
53,79,1,0,2,1,0
54,80,2,0,2,3,0
55,0,3,2,2,3,0
56,0,0,0,2,3,0
57,0,0,0,2,3,0
58,81,3,1,0,0,0
59,81,0,2,0,0,0
60,81,1,1,0,0,0
61,1,0,2,2,0,0
62,81,3,2,0,0,0
63,79,3,2,2,0,0
64,80,0,1,2,0,0
65,1,1,1,2,1,0
66,82,2,2,1,1,0
67,82,0,1,0,0,0
68,79,3,0,2,0,0
69,0,0,0,2,0,0
70,79,2,1,2,0,0
71,79,2,1,2,0,0
72,0,0,0,2,0,0
73,81,1,1,0,0,0
74,80,3,0,2,0,0
75,80,2,1,2,0,0
76,81,0,0,0,0,0
77,79,1,0,2,1,0
78,81,2,0,3,3,0
79,82,0,1,0,0,0
80,80,3,2,2,0,0
81,82,1,1,0,0,0
82,0,3,0,2,0,0
83,81,1,2,0,0,0
84,0,3,2,2,0,0
85,0,1,1,2,0,0
86,1,1,0,2,1,0
87,82,2,0,3,3,0
88,0,0,0,2,3,0
89,81,1,1,0,0,0
90,79,0,1,2,0,0
91,80,0,0,2,0,0
92,81,1,2,0,0,0
93,79,2,1,2,0,0
94,80,2,0,2,3,0
95,0,0,2,2,3,0
96,79,3,2,2,3,0
97,81,3,0,3,3,0
98,82,0,0,3,3,0
99,1,1,0,2,1,0
100,1,2,1,2,0,0
101,81,1,0,1,1,0
102,80,2,1,2,0,0
103,79,1,1,2,1,0
104,80,1,2,2,1,0
105,79,0,1,2,0,0
106,79,1,0,2,1,0
107,82,0,2,1,1,0
108,1,0,2,2,1,0
109,79,1,0,2,1,0
110,0,1,2,2,1,0
111,0,2,1,2,0,0
112,79,1,2,2,0,0
113,80,3,0,2,0,0
114,0,2,0,2,3,0
115,0,2,1,2,0,0
116,0,2,1,2,0,0
117,0,0,1,2,0,0
118,82,2,1,3,3,0
119,79,1,2,2,3,0
120,1,1,2,2,3,0
121,0,0,1,2,0,0
122,0,2,1,2,3,0
123,82,1,2,3,3,0
124,82,1,2,3,3,0
125,80,3,1,2,0,0
126,81,3,0,0,0,0
127,81,0,2,0,0,0
128,80,2,2,2,0,0
129,80,2,2,2,0,0
130,0,2,2,2,0,0
131,79,2,0,2,3,0
132,81,2,1,0,0,0
133,81,1,1,1,1,0
134,0,2,1,2,3,0
135,82,0,1,0,0,0
136,0,0,1,2,0,0
137,80,3,1,2,0,0
138,0,1,0,2,1,0
139,0,2,0,2,3,0
