Time,I: the_voltage,I: the_turn_indicator_lever,I: the_emergency_flashing,O: the_indication_lights,O: the_flashing_mode,O: the_flashing_timer
0,0,0,0,2,2,0
1,1,1,0,2,1,0
2,1,3,0,2,1,0
3,82,2,2,1,1,0
4,80,1,1,2,0,0
5,82,3,0,0,0,0
6,81,2,0,3,3,0
7,1,0,1,2,0,0
8,79,2,2,2,0,0
9,80,2,0,2,3,0
10,80,1,0,2,1,0
11,79,0,1,2,0,0
12,81,2,0,3,3,0
13,80,0,0,2,3,0
14,0,3,0,2,3,0
15,1,0,1,2,0,0
16,1,2,1,2,3,0
17,82,0,2,3,3,0
18,1,2,1,2,0,0
19,79,0,0,2,0,0
20,80,0,2,2,0,0
21,82,2,0,3,3,0
22,79,2,1,2,0,0
23,79,1,2,2,0,0
24,82,3,2,0,0,0
25,0,0,1,2,0,0
26,79,0,0,2,0,0
27,1,2,1,2,0,0
28,1,0,0,2,0,0
29,80,3,2,2,0,0
30,0,3,2,2,0,0
31,1,1,1,2,0,0
32,0,0,0,2,0,0
33,0,0,0,2,0,0
34,0,2,2,2,0,0
35,0,2,1,2,0,0
36,82,2,2,0,0,0
37,79,2,2,2,0,0
38,80,3,2,2,0,0
39,1,1,1,2,0,0
40,79,3,1,2,0,0
41,82,2,2,0,0,0
42,0,3,2,2,0,0
43,79,0,2,2,0,0
44,1,3,0,2,0,0
