Time,I: the_voltage,I: the_turn_indicator_lever,I: the_emergency_flashing,O: the_indication_lights,O: the_flashing_mode,O: the_flashing_timer
0,0,0,0,2,2,0
1,81,3,0,2,2,0
2,0,2,0,2,3,0
3,79,1,2,2,3,0
4,80,2,2,2,3,0
5,81,2,2,3,3,0
6,79,1,0,2,1,0
7,1,1,0,2,1,0
8,1,0,0,2,1,0
9,80,3,1,2,0,0
10,1,0,1,2,0,0
11,79,3,2,2,0,0
12,79,2,1,2,0,0
13,79,1,0,2,1,0
14,81,1,2,1,1,0
15,81,2,2,1,1,0
16,79,3,1,2,0,0
17,79,0,1,2,0,0
18,81,1,2,0,0,0
19,79,1,0,2,1,0
20,0,3,2,2,1,0
21,82,1,1,0,0,0
22,0,3,0,2,0,0
23,81,0,2,0,0,0
24,79,0,2,2,0,0
25,82,1,2,0,0,0
26,81,3,2,0,0,0
27,0,1,1,2,0,0
28,80,2,0,2,3,0
29,0,2,0,2,3,0
30,0,0,2,2,3,0
31,0,0,0,2,3,0
32,1,0,1,2,0,0
33,82,0,0,0,0,0
34,0,1,1,2,0,0
35,79,0,1,2,0,0
36,79,2,0,2,3,0
37,81,3,0,3,3,0
38,0,0,2,2,3,0
39,80,0,2,2,3,0
40,0,0,0,2,3,0
41,82,2,2,3,3,0
42,82,1,1,0,0,0
43,82,2,1,3,3,0
44,81,2,1,3,3,0
45,79,2,0,2,3,0
46,82,1,2,3,3,0
47,79,3,1,2,0,0
48,1,2,2,2,0,0
49,80,0,1,2,0,0
50,1,2,1,2,3,0
51,0,1,1,2,1,0
52,1,0,1,2,0,0
53,79,1,2,2,0,0
54,0,0,1,2,0,0
55,80,2,2,2,0,0
56,80,1,1,2,0,0
57,82,1,2,0,0,0
58,0,3,2,2,0,0
59,82,1,0,1,1,0
60,81,2,0,3,3,0
61,0,0,2,2,3,0
62,1,2,0,2,3,0
63,80,1,0,2,1,0
64,79,2,0,2,3,0
65,0,3,0,2,3,0
66,80,1,0,2,1,0
67,1,3,2,2,1,0
68,79,0,2,2,1,0
69,1,2,0,2,3,0
70,0,0,0,2,3,0
71,79,0,1,2,0,0
72,80,0,2,2,0,0
73,1,3,1,2,0,0
74,80,1,1,2,1,0
75,80,2,0,2,3,0
76,81,0,1,0,0,0
77,81,0,0,0,0,0
78,82,2,2,0,0,0
79,82,0,2,0,0,0
80,0,1,2,2,0,0
81,1,0,2,2,0,0
82,1,1,1,2,0,0
83,82,3,2,0,0,0
84,1,1,1,2,0,0
85,82,3,0,0,0,0
86,1,3,1,2,0,0
87,82,1,0,1,1,0
88,0,0,1,2,0,0
89,81,2,0,3,3,0
90,80,0,2,2,3,0
91,1,3,1,2,0,0
92,81,1,1,1,1,0
93,82,1,0,1,1,0
94,0,0,1,2,0,0
95,80,0,0,2,0,0
96,79,3,0,2,0,0
97,79,2,0,2,3,0
98,1,0,2,2,3,0
99,81,0,0,3,3,0
100,82,1,0,1,1,0
101,79,2,0,2,3,0
102,0,0,1,2,0,0
103,1,3,2,2,0,0
104,79,1,0,2,1,0
105,79,1,2,2,1,0
106,82,0,2,1,1,0
107,0,3,2,2,1,0
108,81,2,2,1,1,0
109,82,0,0,1,1,0
110,80,1,2,2,1,0
111,82,3,2,1,1,0
112,0,2,0,2,3,0
113,81,1,0,1,1,0
114,81,3,2,1,1,0
115,80,2,2,2,1,0
116,0,1,1,2,0,0
117,82,3,2,0,0,0
118,80,0,1,2,0,0
119,1,1,2,2,0,0
120,82,1,2,0,0,0
121,81,3,2,0,0,0
122,79,0,0,2,0,0
123,81,3,1,0,0,0
124,81,3,2,0,0,0
125,79,2,1,2,0,0
126,79,2,1,2,0,0
127,81,1,1,1,1,0
128,79,2,2,2,1,0
129,80,2,0,2,3,0
130,82,2,2,3,3,0
131,82,0,2,3,3,0
132,82,0,1,0,0,0
133,82,1,2,0,0,0
134,1,2,0,2,3,0
135,0,0,1,2,0,0
136,0,1,0,2,1,0
137,0,0,0,2,1,0
138,82,3,2,1,1,0
139,1,1,1,2,0,0
140,80,3,0,2,0,0
141,0,2,0,2,3,0
142,79,1,1,2,0,0
143,81,0,1,0,0,0
144,81,0,0,0,0,0
145,80,1,0,2,1,0
146,80,0,1,2,0,0
147,0,2,2,2,0,0
148,82,3,0,0,0,0
149,82,1,2,0,0,0
150,80,2,0,2,3,0
151,81,3,0,3,3,0
152,79,3,1,2,0,0
153,81,1,1,1,1,0
154,0,3,2,2,1,0
155,0,3,0,2,1,0
156,82,1,1,0,0,0
157,0,3,0,2,0,0
158,1,0,0,2,0,0
159,1,0,2,2,0,0
160,0,3,1,2,0,0
161,0,3,1,2,0,0
162,81,0,0,0,0,0
163,1,2,2,2,0,0
164,79,0,1,2,0,0
165,80,2,2,2,0,0
166,80,3,2,2,0,0
167,81,0,1,0,0,0
168,82,3,1,0,0,0
169,82,3,1,0,0,0
170,0,2,0,2,3,0
171,79,2,2,2,3,0
172,80,1,2,2,3,0
173,1,0,2,2,3,0
174,0,2,2,2,3,0
175,81,0,0,3,3,0
176,81,2,2,3,3,0
177,1,0,2,2,3,0
