Time,I: the_voltage,I: the_turn_indicator_lever,I: the_emergency_flashing,O: the_indication_lights,O: the_flashing_mode,O: the_flashing_timer
0,0,0,0,2,2,0
1,81,0,2,2,2,0
2,79,1,2,2,2,0
3,81,2,2,2,2,0
4,81,3,0,2,2,0
5,80,0,0,2,2,0
6,81,0,2,2,2,0
7,79,2,2,2,2,0
8,82,3,1,0,0,0
9,79,2,1,2,3,0
10,79,3,0,2,3,0
11,80,2,0,2,3,0
12,80,0,2,2,3,0
13,81,2,1,0,0,0
14,81,1,0,1,1,0
15,80,1,2,2,1,0
16,79,0,2,2,1,0
17,82,2,2,1,1,0
18,0,2,2,2,1,0
19,81,2,2,1,1,0
20,82,1,0,1,1,0
21,0,3,1,2,0,0
22,1,0,0,2,0,0
23,80,0,0,2,0,0
24,79,3,2,2,0,0
25,79,0,1,2,0,0
26,80,3,1,2,0,0
27,0,2,0,2,3,0
28,81,2,2,3,3,0
29,80,1,2,2,3,0
30,81,3,2,3,3,0
31,82,2,1,0,0,0
32,81,2,1,0,0,0
33,82,0,2,0,0,0
34,1,3,2,2,0,0
35,0,1,1,2,0,0
36,1,0,1,2,0,0
37,79,2,0,2,3,0
38,79,3,0,2,3,0
39,0,0,2,2,3,0
40,82,3,2,3,3,0
41,1,3,1,2,0,0
42,82,0,2,0,0,0
43,80,2,1,2,0,0
44,82,1,2,0,0,0
45,82,3,0,0,0,0
46,0,1,2,2,0,0
47,82,0,1,0,0,0
48,0,3,0,2,0,0
49,81,1,0,1,1,0
50,81,0,2,1,1,0
51,1,0,1,2,0,0
52,0,2,0,2,3,0
53,1,2,0,2,3,0
54,79,2,0,2,3,0
55,80,2,0,2,3,0
56,79,2,0,2,3,0
57,81,0,1,0,0,0
58,79,3,0,2,0,0
59,81,1,2,0,0,0
60,1,3,2,2,0,0
61,81,2,2,0,0,0
62,0,3,2,2,0,0
63,82,2,0,3,3,0
64,0,0,0,2,3,0
65,81,2,1,0,0,0
66,1,2,2,2,0,0
67,81,0,2,0,0,0
68,1,2,2,2,0,0
69,81,1,0,1,1,0
70,0,2,0,2,3,0
71,79,2,2,2,3,0
72,1,1,1,2,0,0
73,82,1,1,0,0,0
74,82,3,2,0,0,0
75,1,3,2,2,0,0
76,82,2,2,0,0,0
77,80,0,1,2,0,0
78,80,0,2,2,0,0
79,82,3,1,0,0,0
80,80,0,1,2,0,0
81,81,3,1,0,0,0
82,80,3,1,2,0,0
83,82,0,1,0,0,0
84,79,0,0,2,0,0
85,1,3,1,2,0,0
86,0,2,0,2,3,0
87,1,3,2,2,3,0
88,79,0,2,2,3,0
89,80,3,0,2,3,0
90,1,1,0,2,1,0
91,0,1,1,2,0,0
92,81,3,1,0,0,0
93,0,0,2,2,0,0
94,79,2,0,2,3,0
95,81,3,0,3,3,0
96,79,0,2,2,3,0
97,82,2,0,3,3,0
98,0,2,1,2,0,0
99,82,3,2,0,0,0
100,80,1,1,2,0,0
101,79,3,1,2,0,0
102,1,2,2,2,0,0
103,81,3,0,0,0,0
104,82,3,2,0,0,0
105,79,1,0,2,1,0
106,80,1,2,2,1,0
107,79,0,0,2,1,0
108,79,1,1,2,0,0
109,82,1,1,0,0,0
110,81,2,2,0,0,0
111,1,0,2,2,0,0
112,1,1,2,2,0,0
113,0,2,2,2,0,0
114,0,0,2,2,0,0
115,81,3,1,0,0,0
116,1,2,2,2,0,0
117,0,1,0,2,1,0
118,80,0,2,2,1,0
119,81,3,1,0,0,0
120,1,1,0,2,1,0
121,82,1,2,1,1,0
122,0,3,2,2,1,0
123,79,0,2,2,1,0
124,81,1,1,0,0,0
125,81,0,0,0,0,0
126,82,2,2,0,0,0
127,1,0,2,2,0,0
128,1,1,1,2,0,0
129,0,1,2,2,0,0
130,81,1,0,1,1,0
131,79,3,2,2,1,0
132,82,3,1,0,0,0
133,82,0,2,0,0,0
134,81,2,1,0,0,0
135,1,3,2,2,0,0
136,79,0,1,2,0,0
137,79,1,0,2,1,0
138,82,0,2,1,1,0
139,0,3,2,2,1,0
140,82,0,2,1,1,0
141,0,1,1,2,0,0
142,79,3,2,2,0,0
143,0,1,0,2,1,0
144,0,3,0,2,1,0
145,1,1,0,2,1,0
146,80,3,1,2,0,0
147,1,2,0,2,3,0
148,82,3,2,3,3,0
149,79,0,0,2,3,0
150,0,3,1,2,0,0
151,80,3,0,2,0,0
152,79,2,1,2,0,0
153,79,1,0,2,1,0
154,0,0,2,2,1,0
155,81,1,1,0,0,0
156,80,3,1,2,0,0
157,1,0,1,2,0,0
158,81,3,1,0,0,0
159,82,2,1,3,3,0
160,80,0,2,2,3,0
161,82,2,0,3,3,0
162,1,0,2,2,3,0
163,80,2,0,2,3,0
164,80,1,1,2,0,0
165,82,3,2,0,0,0
166,79,0,1,2,0,0
167,80,1,1,2,1,0
168,81,3,0,1,1,0
169,80,1,2,2,1,0
170,82,1,0,1,1,0
171,79,0,0,2,1,0
172,1,3,2,2,1,0
173,82,1,2,1,1,0
