Time,I: the_voltage,I: the_turn_indicator_lever,I: the_emergency_flashing,O: the_indication_lights,O: the_flashing_mode,O: the_flashing_timer
0,0,0,0,2,2,0
1,82,1,2,2,2,0
2,80,1,0,2,1,0
3,79,0,2,2,1,0
4,81,3,0,1,1,0
5,0,2,0,2,3,0
6,79,3,0,2,3,0
7,0,1,0,2,1,0
8,79,3,0,2,1,0
9,80,3,0,2,1,0
10,81,3,2,1,1,0
11,81,2,0,3,3,0
12,1,2,2,2,3,0
13,80,2,0,2,3,0
14,81,1,0,1,1,0
15,1,0,0,2,1,0
16,1,2,1,2,0,0
17,82,2,0,3,3,0
18,80,0,1,2,0,0
19,82,1,1,1,1,0
20,81,1,1,1,1,0
21,0,1,0,2,1,0
22,80,3,2,2,1,0
23,1,2,1,2,0,0
24,0,0,2,2,0,0
25,0,2,1,2,0,0
26,0,2,0,2,3,0
27,82,2,2,3,3,0
28,0,3,2,2,3,0
29,82,3,0,3,3,0
30,82,1,1,0,0,0
31,79,2,0,2,3,0
32,1,3,1,2,0,0
33,82,2,1,3,3,0
34,82,3,2,3,3,0
35,0,2,1,2,0,0
36,0,3,1,2,0,0
37,79,3,0,2,0,0
38,80,0,1,2,0,0
39,0,3,0,2,0,0
40,0,3,2,2,0,0
41,81,0,1,0,0,0
42,82,0,0,0,0,0
43,79,2,2,2,0,0
44,81,1,0,1,1,0
45,1,1,0,2,1,0
46,79,1,0,2,1,0
47,0,0,0,2,1,0
48,81,3,1,0,0,0
49,82,0,0,0,0,0
50,0,2,2,2,0,0
51,79,0,0,2,0,0
52,79,0,1,2,0,0
53,0,3,2,2,0,0
54,82,3,1,0,0,0
55,81,0,1,0,0,0
56,80,0,0,2,0,0
57,0,1,0,2,1,0
58,1,2,0,2,3,0
59,1,0,1,2,0,0
60,0,0,2,2,0,0
61,79,0,0,2,0,0
62,82,1,2,0,0,0
63,81,2,0,3,3,0
64,81,3,0,3,3,0
65,80,0,0,2,3,0
66,0,2,2,2,3,0
67,0,0,0,2,3,0
68,82,0,2,3,3,0
69,82,0,1,0,0,0
70,82,0,2,0,0,0
71,1,1,1,2,0,0
72,80,0,1,2,0,0
73,81,1,2,0,0,0
74,0,3,1,2,0,0
