Time,I: the_voltage,I: the_turn_indicator_lever,I: the_emergency_flashing,O: the_indication_lights,O: the_flashing_mode,O: the_flashing_timer
0,0,0,0,2,2,0
1,0,0,0,2,2,0
2,82,3,2,2,2,0
3,81,1,1,0,0,0
4,0,2,1,2,3,0
5,0,3,2,2,3,0
6,81,0,0,3,3,0
7,82,3,1,0,0,0
8,1,0,1,2,0,0
9,1,2,1,2,3,0
10,0,0,1,2,0,0
11,79,0,1,2,0,0
12,1,3,0,2,0,0
13,80,2,1,2,0,0
14,0,2,1,2,0,0
15,79,1,0,2,1,0
16,1,3,1,2,0,0
17,0,3,2,2,0,0
18,79,0,1,2,0,0
19,81,0,2,0,0,0
20,82,3,2,0,0,0
21,82,0,0,0,0,0
22,81,2,2,0,0,0
23,1,1,1,2,0,0
24,80,1,1,2,0,0
25,80,1,0,2,1,0
26,79,3,0,2,1,0
27,1,2,2,2,1,0
28,80,2,1,2,0,0
29,1,2,0,2,3,0
30,1,2,1,2,0,0
31,80,2,1,2,0,0
32,82,0,2,0,0,0
33,1,3,2,2,0,0
34,80,0,2,2,0,0
35,1,0,1,2,0,0
36,1,1,0,2,1,0
37,81,1,0,1,1,0
38,81,0,2,1,1,0
39,0,0,0,2,1,0
40,1,3,1,2,0,0
41,1,2,1,2,3,0
42,79,0,2,2,3,0
43,80,0,2,2,3,0
44,0,1,0,2,1,0
45,1,2,1,2,0,0
46,82,1,1,1,1,0
47,1,2,0,2,3,0
48,1,2,0,2,3,0
49,1,1,1,2,0,0
50,1,3,0,2,0,0
51,82,2,1,0,0,0
52,80,2,2,2,0,0
53,79,3,1,2,0,0
54,80,2,1,2,3,0
55,81,1,1,1,1,0
56,79,0,0,2,1,0
57,81,0,1,0,0,0
58,80,1,2,2,0,0
59,82,2,1,0,0,0
60,81,3,2,0,0,0
61,1,1,0,2,1,0
62,80,2,0,2,3,0
63,0,2,0,2,3,0
64,0,2,0,2,3,0
65,1,1,0,2,1,0
66,1,3,0,2,1,0
67,1,0,2,2,1,0
68,0,2,1,2,0,0
69,1,3,0,2,0,0
70,1,2,2,2,0,0
71,81,2,1,0,0,0
72,79,1,1,2,1,0
73,1,2,2,2,1,0
74,1,2,2,2,1,0
75,81,2,2,1,1,0
76,1,1,0,2,1,0
77,80,0,0,2,1,0
78,1,3,1,2,0,0
79,79,2,2,2,0,0
80,81,0,2,0,0,0
81,79,1,2,2,0,0
82,1,0,1,2,0,0
83,81,2,2,0,0,0
84,0,3,0,2,0,0
85,81,1,0,1,1,0
86,1,3,2,2,1,0
87,1,2,1,2,0,0
88,0,1,2,2,0,0
89,81,1,2,0,0,0
90,81,1,0,1,1,0
91,80,3,0,2,1,0
92,0,2,2,2,1,0
93,80,1,1,2,0,0
94,82,0,1,0,0,0
95,1,1,2,2,0,0
96,0,1,1,2,0,0
97,79,3,0,2,0,0
98,81,2,1,0,0,0
99,79,2,1,2,0,0
100,81,2,1,0,0,0
101,79,0,0,2,0,0
102,79,1,1,2,0,0
