Time,I: the_voltage,I: the_turn_indicator_lever,I: the_emergency_flashing,O: the_indication_lights,O: the_flashing_mode,O: the_flashing_timer
0,0,0,0,2,2,0
1,79,2,0,2,3,0
2,81,2,2,3,3,0
3,80,0,0,2,3,0
4,1,3,2,2,3,0
5,0,0,0,2,3,0
6,82,1,2,3,3,0
7,0,0,0,2,3,0
8,80,0,0,2,3,0
9,80,0,0,2,3,0
10,82,0,0,3,3,0
11,82,2,0,3,3,0
12,82,1,2,3,3,0
13,80,2,0,2,3,0
14,79,3,1,2,0,0
15,82,3,1,0,0,0
16,0,3,2,2,0,0
17,82,0,1,0,0,0
18,80,3,2,2,0,0
19,1,2,2,2,0,0
20,1,3,2,2,0,0
21,1,2,2,2,0,0
22,1,3,1,2,0,0
23,82,2,0,3,3,0
24,80,0,2,2,3,0
25,0,1,2,2,3,0
26,1,3,1,2,0,0
27,79,1,0,2,1,0
28,80,0,1,2,0,0
29,79,2,1,2,3,0
30,80,0,2,2,3,0
31,79,3,1,2,0,0
32,1,2,0,2,3,0
33,80,0,2,2,3,0
34,1,3,1,2,0,0
35,80,0,1,2,0,0
36,79,0,2,2,0,0
37,82,0,0,0,0,0
38,82,2,2,0,0,0
39,81,0,0,0,0,0
40,82,1,0,1,1,0
41,79,2,0,2,3,0
42,80,3,0,2,3,0
43,79,2,2,2,3,0
44,82,1,2,3,3,0
45,81,2,2,3,3,0
46,80,0,1,2,0,0
47,81,1,1,1,1,0
48,82,1,2,1,1,0
49,80,2,2,2,1,0
50,81,0,2,1,1,0
51,0,3,1,2,0,0
52,0,0,0,2,0,0
53,81,3,0,0,0,0
54,80,2,0,2,3,0
55,80,0,0,2,3,0
56,81,3,1,0,0,0
57,79,2,1,2,3,0
58,79,3,1,2,3,0
59,80,2,1,2,3,0
60,1,1,0,2,1,0
61,1,1,0,2,1,0
62,0,2,1,2,0,0
63,1,2,0,2,3,0
64,80,1,0,2,1,0
65,82,3,2,1,1,0
66,81,0,0,1,1,0
67,80,3,0,2,1,0
68,1,3,0,2,1,0
69,1,2,2,2,1,0
70,82,2,2,1,1,0
71,82,2,0,3,3,0
72,1,3,1,2,0,0
73,0,3,2,2,0,0
74,81,3,1,0,0,0
75,0,2,1,2,3,0
76,1,0,2,2,3,0
77,82,2,1,0,0,0
78,0,1,2,2,0,0
79,79,0,2,2,0,0
80,80,3,1,2,0,0
81,1,3,1,2,0,0
82,82,2,2,0,0,0
83,82,2,0,3,3,0
84,80,1,1,2,0,0
85,1,0,0,2,0,0
86,0,0,1,2,0,0
87,80,1,2,2,0,0
88,0,2,0,2,3,0
89,81,2,0,3,3,0
90,1,3,2,2,3,0
91,1,1,1,2,0,0
92,80,3,0,2,0,0
93,0,3,2,2,0,0
94,1,1,2,2,0,0
95,80,0,0,2,0,0
96,0,1,0,2,1,0
97,0,1,1,2,0,0
98,79,0,1,2,0,0
99,80,1,2,2,0,0
100,1,1,0,2,1,0
101,1,0,0,2,1,0
102,79,3,0,2,1,0
103,82,2,2,1,1,0
104,80,0,0,2,1,0
105,79,0,1,2,0,0
106,81,2,0,3,3,0
107,82,3,1,0,0,0
108,80,0,2,2,0,0
109,80,2,1,2,0,0
110,80,1,2,2,0,0
111,80,3,1,2,0,0
112,0,0,2,2,0,0
113,80,2,2,2,0,0
114,81,1,1,0,0,0
115,0,1,1,2,0,0
116,82,2,1,3,3,0
117,80,0,0,2,3,0
118,1,1,1,2,0,0
119,1,3,2,2,0,0
120,0,1,0,2,1,0
121,79,1,1,2,0,0
122,1,3,1,2,0,0
123,0,0,0,2,0,0
124,79,2,0,2,3,0
125,0,0,1,2,0,0
126,79,0,0,2,0,0
127,82,3,0,0,0,0
128,82,0,2,0,0,0
129,81,2,2,0,0,0
130,80,0,2,2,0,0
131,82,3,1,0,0,0
132,79,3,0,2,0,0
133,81,0,2,0,0,0
134,79,2,0,2,3,0
135,80,1,2,2,3,0
136,80,1,1,2,0,0
137,81,1,2,0,0,0
138,82,0,0,0,0,0
139,81,3,2,0,0,0
140,81,1,2,0,0,0
141,0,1,0,2,1,0
142,80,0,2,2,1,0
143,0,2,0,2,3,0
144,82,2,2,3,3,0
145,81,0,0,3,3,0
146,82,2,1,0,0,0
147,81,3,2,0,0,0
148,1,2,2,2,0,0
149,82,3,1,0,0,0
150,80,0,0,2,0,0
151,79,0,0,2,0,0
152,79,1,0,2,1,0
