Time,I: the_voltage,I: the_turn_indicator_lever,I: the_emergency_flashing,O: the_indication_lights,O: the_flashing_mode,O: the_flashing_timer
0,0,0,0,2,2,0
1,82,2,1,0,0,0
2,80,1,2,2,0,0
3,1,1,1,2,0,0
4,80,3,0,2,0,0
5,81,3,1,0,0,0
6,1,2,2,2,0,0
7,81,0,1,0,0,0
8,80,1,1,2,1,0
9,82,2,0,3,3,0
10,80,1,1,2,0,0
11,79,1,0,2,1,0
12,81,0,1,0,0,0
13,0,2,1,2,3,0
14,81,1,1,1,1,0
15,1,3,2,2,1,0
16,80,2,1,2,0,0
17,82,2,1,0,0,0
18,80,1,2,2,0,0
19,82,0,0,0,0,0
20,1,0,1,2,0,0
21,79,3,1,2,0,0
22,81,3,0,0,0,0
23,82,2,1,0,0,0
24,81,2,0,3,3,0
25,81,3,0,3,3,0
26,81,0,1,0,0,0
27,1,1,0,2,1,0
28,1,0,1,2,0,0
29,80,2,0,2,3,0
30,1,0,0,2,3,0
31,1,2,2,2,3,0
32,79,1,1,2,0,0
33,1,0,0,2,0,0
34,0,0,2,2,0,0
35,80,1,1,2,0,0
36,79,1,2,2,0,0
37,81,2,1,0,0,0
38,0,0,0,2,0,0
39,81,2,0,3,3,0
40,80,3,1,2,0,0
41,1,0,0,2,0,0
42,1,2,0,2,3,0
43,82,0,0,3,3,0
44,80,1,0,2,1,0
45,0,2,0,2,3,0
46,1,2,0,2,3,0
47,82,2,1,0,0,0
48,79,1,0,2,1,0
49,0,2,1,2,0,0
50,0,3,1,2,0,0
51,79,1,2,2,0,0
52,0,3,0,2,0,0
53,82,2,1,0,0,0
54,0,1,1,2,1,0
55,82,2,1,3,3,0
56,0,2,1,2,3,0
57,0,0,0,2,3,0
58,0,3,2,2,3,0
59,80,2,0,2,3,0
60,80,2,2,2,3,0
61,81,2,0,3,3,0
62,80,1,0,2,1,0
63,81,0,1,0,0,0
64,0,2,0,2,3,0
65,81,1,2,3,3,0
66,0,2,1,2,0,0
67,0,0,0,2,0,0
68,79,1,1,2,0,0
69,79,1,0,2,1,0
70,81,2,1,0,0,0
71,1,2,0,2,3,0
72,80,1,1,2,0,0
73,80,3,0,2,0,0
74,81,1,2,0,0,0
75,1,0,0,2,0,0
76,82,3,1,0,0,0
77,81,3,2,0,0,0
78,0,2,2,2,0,0
79,0,1,2,2,0,0
80,82,2,1,0,0,0
81,0,2,0,2,3,0
82,82,0,2,3,3,0
83,0,2,0,2,3,0
84,80,1,1,2,0,0
85,82,1,0,1,1,0
86,0,3,0,2,1,0
87,1,3,0,2,1,0
88,79,1,0,2,1,0
89,82,2,1,0,0,0
90,82,2,1,0,0,0
91,80,2,2,2,0,0
92,80,2,0,2,3,0
