Time,I: the_voltage,I: the_turn_indicator_lever,I: the_emergency_flashing,O: the_indication_lights,O: the_flashing_mode,O: the_flashing_timer
0,0,0,0,2,2,0
1,81,1,1,0,0,0
2,81,3,2,0,0,0
3,80,1,1,2,0,0
4,82,1,2,0,0,0
5,82,0,2,0,0,0
6,82,3,2,0,0,0
7,82,3,2,0,0,0
8,82,0,1,0,0,0
9,0,3,2,2,0,0
10,0,3,0,2,0,0
11,81,0,0,0,0,0
12,82,0,0,0,0,0
13,81,2,1,0,0,0
14,80,1,2,2,0,0
15,79,3,2,2,0,0
16,0,3,2,2,0,0
17,81,0,2,0,0,0
18,79,0,0,2,0,0
19,0,0,0,2,0,0
20,80,0,0,2,0,0
21,82,2,2,0,0,0
22,0,3,2,2,0,0
23,81,1,0,1,1,0
24,81,2,0,3,3,0
25,1,3,2,2,3,0
26,1,3,2,2,3,0
27,80,0,2,2,3,0
28,1,2,1,2,0,0
29,80,0,0,2,0,0
30,80,1,0,2,1,0
31,82,3,2,1,1,0
32,82,2,1,0,0,0
33,79,3,2,2,0,0
34,1,1,2,2,0,0
35,1,2,0,2,3,0
36,81,2,1,0,0,0
37,0,1,0,2,1,0
38,80,1,1,2,0,0
39,0,2,2,2,0,0
40,79,0,2,2,0,0
41,0,3,1,2,0,0
42,81,1,1,1,1,0
43,0,3,2,2,1,0
44,82,1,0,1,1,0
45,82,3,1,0,0,0
46,0,0,1,2,0,0
47,0,2,1,2,3,0
48,81,3,1,3,3,0
49,1,2,2,2,3,0
50,81,2,1,0,0,0
51,80,3,0,2,0,0
52,79,3,0,2,0,0
53,82,1,2,0,0,0
54,79,3,2,2,0,0
55,0,3,2,2,0,0
56,82,3,0,0,0,0
57,80,2,2,2,0,0
58,79,1,0,2,1,0
59,79,1,0,2,1,0
60,81,1,0,1,1,0
61,80,2,0,2,3,0
62,1,0,2,2,3,0
63,0,0,1,2,0,0
64,81,2,1,3,3,0
65,82,3,0,3,3,0
66,79,1,0,2,1,0
67,81,0,2,1,1,0
68,82,2,0,3,3,0
69,1,2,0,2,3,0
70,82,1,0,1,1,0
71,0,1,2,2,1,0
72,82,2,1,0,0,0
73,79,3,2,2,0,0
74,81,0,2,0,0,0
75,81,2,1,0,0,0
76,82,1,2,0,0,0
77,80,3,1,2,0,0
78,79,2,1,2,3,0
79,81,2,1,3,3,0
80,80,1,1,2,1,0
81,0,0,1,2,0,0
82,81,2,2,0,0,0
83,82,3,1,0,0,0
84,81,2,1,3,3,0
85,79,0,2,2,3,0
86,81,0,2,3,3,0
87,79,3,1,2,0,0
88,1,2,2,2,0,0
89,1,0,2,2,0,0
90,81,1,2,0,0,0
91,0,0,0,2,0,0
92,82,0,0,0,0,0
93,0,0,2,2,0,0
94,80,0,1,2,0,0
95,81,2,2,0,0,0
96,79,1,1,2,0,0
97,81,2,1,3,3,0
98,0,3,0,2,3,0
99,0,2,2,2,3,0
100,81,1,1,0,0,0
101,79,3,1,2,0,0
102,80,1,1,2,1,0
103,81,3,2,1,1,0
104,79,1,2,2,1,0
105,81,2,0,3,3,0
106,0,1,1,2,0,0
107,0,2,0,2,3,0
108,82,0,1,0,0,0
109,82,1,2,0,0,0
110,81,0,0,0,0,0
111,80,0,1,2,0,0
112,0,3,0,2,0,0
113,79,3,1,2,0,0
114,1,0,0,2,0,0
115,0,1,0,2,1,0
116,1,1,1,2,0,0
117,0,2,1,2,3,0
118,80,2,2,2,3,0
119,81,0,2,3,3,0
120,1,1,1,2,0,0
121,80,0,1,2,0,0
122,81,3,2,0,0,0
123,79,0,2,2,0,0
124,82,3,0,0,0,0
125,0,1,1,2,0,0
126,1,3,1,2,0,0
127,0,3,2,2,0,0
128,79,1,0,2,1,0
129,1,1,0,2,1,0
130,82,2,2,1,1,0
131,1,1,0,2,1,0
132,1,2,1,2,0,0
133,1,2,1,2,0,0
134,80,1,0,2,1,0
135,80,1,2,2,1,0
136,82,0,1,0,0,0
137,1,1,2,2,0,0
138,0,0,2,2,0,0
139,82,0,2,0,0,0
140,82,3,2,0,0,0
141,79,1,0,2,1,0
142,81,1,0,1,1,0
143,82,1,2,1,1,0
144,82,2,2,1,1,0
145,81,0,0,1,1,0
146,81,2,2,1,1,0
147,1,2,0,2,3,0
148,81,0,1,0,0,0
149,1,0,0,2,0,0
150,79,3,2,2,0,0
151,1,0,1,2,0,0
152,0,3,0,2,0,0
153,0,0,0,2,0,0
154,80,0,2,2,0,0
155,81,1,2,0,0,0
156,0,3,1,2,0,0
157,79,1,0,2,1,0
158,80,3,1,2,0,0
159,1,3,1,2,0,0
160,80,0,0,2,0,0
161,0,3,2,2,0,0
162,81,3,2,0,0,0
163,1,0,1,2,0,0
164,81,1,2,0,0,0
165,82,1,0,1,1,0
166,82,1,0,1,1,0
167,81,2,1,0,0,0
168,79,1,2,2,0,0
169,0,0,0,2,0,0
170,82,0,1,0,0,0
171,80,0,1,2,0,0
172,80,1,0,2,1,0
173,80,3,1,2,0,0
174,1,2,0,2,3,0
175,1,2,2,2,3,0
