Time,I: the_voltage,I: the_turn_indicator_lever,I: the_emergency_flashing,O: the_indication_lights,O: the_flashing_mode,O: the_flashing_timer
0,0,0,0,2,2,0
1,80,0,2,2,2,0
2,1,3,0,2,2,0
3,82,2,2,2,2,0
4,0,3,2,2,2,0
5,0,1,1,2,0,0
6,81,3,2,0,0,0
7,1,1,2,2,0,0
8,80,2,0,2,3,0
9,1,2,2,2,3,0
10,79,0,1,2,0,0
11,1,3,1,2,0,0
12,1,2,2,2,0,0
13,82,1,1,0,0,0
14,80,2,1,2,3,0
15,82,1,1,1,1,0
16,0,3,2,2,1,0
17,79,2,2,2,1,0
18,1,3,2,2,1,0
19,79,3,2,2,1,0
20,1,1,1,2,0,0
21,82,3,0,0,0,0
22,80,2,0,2,3,0
23,1,3,1,2,0,0
24,79,3,1,2,0,0
25,80,3,0,2,0,0
26,82,1,2,0,0,0
27,1,1,0,2,1,0
28,81,3,0,1,1,0
29,81,0,2,1,1,0
30,81,3,0,1,1,0
31,82,0,2,1,1,0
32,79,1,1,2,0,0
33,1,2,0,2,3,0
34,0,2,1,2,0,0
35,79,2,0,2,3,0
36,80,0,1,2,0,0
37,0,0,0,2,0,0
38,82,3,1,0,0,0
39,79,2,0,2,3,0
40,1,0,2,2,3,0
41,80,0,2,2,3,0
42,79,2,2,2,3,0
43,82,1,1,0,0,0
44,82,3,1,0,0,0
45,79,0,2,2,0,0
46,81,1,1,0,0,0
47,81,3,2,0,0,0
48,1,3,1,2,0,0
49,0,3,2,2,0,0
50,81,2,0,3,3,0
51,82,0,2,3,3,0
52,81,2,1,0,0,0
53,82,2,1,0,0,0
54,1,0,1,2,0,0
55,80,0,1,2,0,0
56,80,2,2,2,0,0
57,80,0,2,2,0,0
58,80,2,1,2,0,0
59,0,1,2,2,0,0
60,81,2,1,0,0,0
61,79,0,0,2,0,0
62,80,3,1,2,0,0
63,0,1,0,2,1,0
64,81,0,0,1,1,0
65,1,1,1,2,0,0
66,81,3,1,0,0,0
