Time,I: the_voltage,I: the_turn_indicator_lever,I: the_emergency_flashing,O: the_indication_lights,O: the_flashing_mode,O: the_flashing_timer
0,0,0,0,2,2,0
1,82,2,1,0,0,0
2,80,1,1,2,1,0
3,80,2,1,2,3,0
4,82,1,0,1,1,0
5,80,2,2,2,1,0
6,80,3,0,2,1,0
7,0,1,0,2,1,0
8,79,1,2,2,1,0
9,79,3,2,2,1,0
10,79,1,0,2,1,0
11,0,0,2,2,1,0
12,81,3,1,0,0,0
13,1,3,2,2,0,0
14,80,2,0,2,3,0
15,0,0,2,2,3,0
16,80,1,2,2,3,0
17,0,3,1,2,0,0
18,81,0,1,0,0,0
19,82,2,0,3,3,0
20,82,0,2,3,3,0
21,79,2,2,2,3,0
22,79,0,1,2,0,0
23,82,3,2,0,0,0
24,0,0,0,2,0,0
25,79,1,1,2,0,0
26,81,2,2,0,0,0
27,82,0,0,0,0,0
28,82,1,1,0,0,0
29,1,2,1,2,3,0
