Time,I: the_voltage,I: the_turn_indicator_lever,I: the_emergency_flashing,O: the_indication_lights,O: the_flashing_mode,O: the_flashing_timer
0,0,0,0,2,2,0
1,79,2,2,2,2,0
2,1,0,0,2,2,0
3,80,2,1,2,0,0
4,0,1,0,2,1,0
5,79,1,1,2,0,0
6,1,2,1,2,3,0
7,82,0,2,3,3,0
8,80,2,0,2,3,0
9,81,3,0,3,3,0
10,79,2,0,2,3,0
11,80,3,2,2,3,0
12,80,1,0,2,1,0
13,81,1,2,1,1,0
14,79,1,0,2,1,0
15,82,0,0,1,1,0
16,81,0,0,1,1,0
17,0,1,0,2,1,0
18,0,1,2,2,1,0
19,81,3,1,0,0,0
20,79,2,1,2,3,0
21,80,0,1,2,0,0
22,80,3,0,2,0,0
23,0,2,0,2,3,0
24,1,2,1,2,0,0
25,1,0,2,2,0,0
26,80,2,0,2,3,0
27,79,0,2,2,3,0
28,1,0,0,2,3,0
29,0,2,2,2,3,0
30,79,3,0,2,3,0
31,0,0,0,2,3,0
32,0,3,2,2,3,0
33,81,0,2,3,3,0
34,0,3,2,2,3,0
35,0,2,0,2,3,0
36,81,2,0,3,3,0
37,1,2,0,2,3,0
38,79,1,0,2,1,0
39,81,2,0,3,3,0
40,0,1,0,2,1,0
41,79,3,1,2,0,0
42,79,0,0,2,0,0
43,1,3,0,2,0,0
44,79,0,1,2,0,0
45,79,3,2,2,0,0
46,0,2,1,2,0,0
47,81,2,2,0,0,0
48,1,2,0,2,3,0
49,0,3,1,2,0,0
50,80,1,1,2,1,0
51,0,2,0,2,3,0
52,82,1,0,1,1,0
53,81,2,2,1,1,0
54,79,0,2,2,1,0
55,82,2,2,1,1,0
56,81,1,0,1,1,0
57,79,3,2,2,1,0
58,80,1,0,2,1,0
59,0,0,1,2,0,0
60,80,2,2,2,0,0
61,81,2,1,0,0,0
62,81,2,0,3,3,0
63,1,2,2,2,3,0
64,82,3,2,3,3,0
65,1,1,2,2,3,0
66,0,1,0,2,1,0
67,79,3,0,2,1,0
68,0,3,2,2,1,0
69,80,0,0,2,1,0
70,79,3,0,2,1,0
71,1,0,1,2,0,0
72,0,3,2,2,0,0
73,82,1,1,0,0,0
74,0,2,1,2,3,0
75,80,3,0,2,3,0
76,1,2,1,2,0,0
77,79,1,1,2,1,0
78,80,3,0,2,1,0
79,0,3,1,2,0,0
80,0,0,2,2,0,0
81,82,1,2,0,0,0
82,0,1,2,2,0,0
83,81,1,1,0,0,0
84,80,1,0,2,1,0
85,0,3,2,2,1,0
86,80,3,1,2,0,0
87,0,0,2,2,0,0
88,82,1,1,0,0,0
89,1,0,0,2,0,0
90,0,1,0,2,1,0
91,79,3,1,2,0,0
92,82,3,2,0,0,0
93,79,0,1,2,0,0
94,1,2,0,2,3,0
95,82,2,1,0,0,0
96,1,1,2,2,0,0
97,79,3,2,2,0,0
98,81,0,2,0,0,0
99,81,0,1,0,0,0
100,81,2,2,0,0,0
101,81,2,0,3,3,0
102,82,1,1,0,0,0
103,80,2,0,2,3,0
104,0,3,1,2,0,0
105,82,0,2,0,0,0
106,81,1,1,0,0,0
107,82,3,2,0,0,0
108,0,2,1,2,0,0
109,0,1,0,2,1,0
110,82,3,0,1,1,0
