Time,I: the_voltage,I: the_turn_indicator_lever,I: the_emergency_flashing,O: the_indication_lights,O: the_flashing_mode,O: the_flashing_timer
0,0,0,0,2,2,0
1,80,3,2,2,2,0
2,1,1,1,2,0,0
3,79,0,1,2,0,0
4,79,2,1,2,3,0
5,0,0,0,2,3,0
6,80,2,0,2,3,0
7,0,3,1,2,0,0
8,1,2,2,2,0,0
9,0,3,2,2,0,0
10,0,2,2,2,0,0
11,82,1,2,0,0,0
12,1,0,0,2,0,0
13,1,3,2,2,0,0
14,0,0,0,2,0,0
15,0,0,1,2,0,0
16,79,2,0,2,3,0
17,1,0,2,2,3,0
18,0,3,2,2,3,0
19,79,0,0,2,3,0
20,81,3,1,0,0,0
21,0,1,0,2,1,0
22,81,2,0,3,3,0
23,0,0,1,2,0,0
24,1,1,1,2,1,0
25,79,2,2,2,1,0
26,80,2,0,2,3,0
