Time,I: the_voltage,I: the_turn_indicator_lever,I: the_emergency_flashing,O: the_indication_lights,O: the_flashing_mode,O: the_flashing_timer
0,0,0,0,2,2,0
1,1,3,1,2,0,0
2,1,1,1,2,1,0
3,1,0,1,2,0,0
4,0,2,0,2,3,0
5,0,1,0,2,1,0
6,80,1,1,2,0,0
7,79,2,0,2,3,0
8,80,1,1,2,0,0
9,79,3,2,2,0,0
10,0,2,1,2,0,0
11,1,1,0,2,1,0
12,0,3,2,2,1,0
13,79,0,0,2,1,0
14,81,0,1,0,0,0
15,0,1,2,2,0,0
16,82,3,1,0,0,0
17,81,1,2,0,0,0
18,0,1,2,2,0,0
19,79,1,1,2,0,0
20,81,2,2,0,0,0
21,82,1,0,1,1,0
22,82,1,2,1,1,0
23,81,1,0,1,1,0
24,81,0,1,0,0,0
25,79,2,2,2,0,0
26,1,2,1,2,0,0
27,82,3,1,0,0,0
28,0,3,1,2,0,0
29,81,2,2,0,0,0
30,1,0,1,2,0,0
31,81,2,2,0,0,0
32,81,0,0,0,0,0
33,0,2,1,2,0,0
34,82,1,2,0,0,0
35,82,2,0,3,3,0
36,82,1,2,3,3,0
37,79,1,1,2,0,0
38,79,2,0,2,3,0
39,0,3,1,2,0,0
40,81,3,1,0,0,0
41,80,2,1,2,3,0
42,1,2,2,2,3,0
43,80,0,1,2,0,0
44,80,1,2,2,0,0
45,0,0,1,2,0,0
46,82,3,1,0,0,0
47,79,1,2,2,0,0
48,82,2,0,3,3,0
49,79,0,1,2,0,0
50,81,3,0,0,0,0
51,80,0,1,2,0,0
52,81,1,0,1,1,0
53,0,3,2,2,1,0
54,1,1,1,2,0,0
55,80,0,1,2,0,0
56,79,2,2,2,0,0
57,0,1,0,2,1,0
58,80,1,1,2,0,0
59,82,2,2,0,0,0
60,1,3,2,2,0,0
61,80,2,0,2,3,0
62,81,0,1,0,0,0
63,79,3,2,2,0,0
64,80,0,2,2,0,0
65,82,3,2,0,0,0
66,1,3,0,2,0,0
67,1,3,1,2,0,0
68,82,2,1,3,3,0
69,1,3,2,2,3,0
70,82,1,2,3,3,0
71,81,3,2,3,3,0
72,0,0,0,2,3,0
73,81,2,2,3,3,0
74,82,2,0,3,3,0
75,79,3,2,2,3,0
76,0,3,0,2,3,0
77,80,1,1,2,0,0
78,1,0,1,2,0,0
79,82,1,2,0,0,0
80,81,0,0,0,0,0
81,0,3,2,2,0,0
82,80,1,1,2,0,0
83,80,3,2,2,0,0
84,82,3,1,0,0,0
85,1,0,2,2,0,0
86,1,1,2,2,0,0
87,80,3,2,2,0,0
88,81,2,0,3,3,0
89,81,0,2,3,3,0
90,79,0,0,2,3,0
91,82,3,0,3,3,0
92,1,1,2,2,3,0
93,79,0,0,2,3,0
94,0,1,0,2,1,0
95,1,2,2,2,1,0
96,1,1,1,2,0,0
97,81,1,0,1,1,0
98,80,1,2,2,1,0
99,81,1,2,1,1,0
100,82,3,2,1,1,0
101,82,3,2,1,1,0
102,82,2,1,0,0,0
103,1,2,2,2,0,0
104,80,0,1,2,0,0
105,81,2,2,0,0,0
106,82,3,0,0,0,0
107,1,1,2,2,0,0
108,81,2,2,0,0,0
109,1,0,2,2,0,0
110,0,2,0,2,3,0
111,1,0,1,2,0,0
112,0,0,0,2,0,0
113,1,0,0,2,0,0
114,0,0,0,2,0,0
115,79,3,1,2,0,0
116,80,3,1,2,0,0
117,0,0,1,2,0,0
118,0,1,0,2,1,0
119,81,0,0,1,1,0
120,79,3,1,2,0,0
121,80,2,0,2,3,0
122,79,0,0,2,3,0
123,82,2,0,3,3,0
124,79,1,1,2,0,0
125,0,1,0,2,1,0
126,80,3,1,2,0,0
127,81,0,0,0,0,0
128,80,0,1,2,0,0
129,82,1,1,1,1,0
130,0,0,1,2,0,0
131,81,2,2,0,0,0
132,1,1,0,2,1,0
133,80,0,1,2,0,0
134,81,3,1,0,0,0
135,82,1,1,1,1,0
136,1,0,2,2,1,0
137,1,3,2,2,1,0
138,0,0,2,2,1,0
139,82,1,0,1,1,0
