Time,I: the_voltage,I: the_turn_indicator_lever,I: the_emergency_flashing,O: the_indication_lights,O: the_flashing_mode,O: the_flashing_timer
0,0,0,0,2,2,0
1,1,1,2,2,2,0
2,80,0,0,2,2,0
3,1,3,1,2,0,0
4,81,2,1,3,3,0
5,80,1,2,2,3,0
6,79,0,2,2,3,0
7,0,1,2,2,3,0
8,1,0,2,2,3,0
9,81,1,0,1,1,0
10,81,0,2,1,1,0
11,80,1,2,2,1,0
12,79,1,1,2,0,0
13,79,2,2,2,0,0
14,81,3,1,0,0,0
15,79,2,2,2,0,0
16,82,3,1,0,0,0
17,82,3,2,0,0,0
18,81,2,0,3,3,0
19,81,1,1,0,0,0
20,79,3,1,2,0,0
21,81,0,2,0,0,0
22,80,2,1,2,0,0
23,79,2,2,2,0,0
24,82,3,1,0,0,0
25,79,2,2,2,0,0
26,81,3,2,0,0,0
27,1,0,0,2,0,0
28,80,2,2,2,0,0
29,1,3,0,2,0,0
30,82,2,2,0,0,0
31,1,0,2,2,0,0
32,80,2,0,2,3,0
33,1,2,2,2,3,0
34,1,1,2,2,3,0
35,1,2,0,2,3,0
36,0,0,1,2,0,0
37,80,2,1,2,3,0
38,1,2,2,2,3,0
39,81,0,2,3,3,0
40,79,3,0,2,3,0
41,79,3,1,2,0,0
42,1,3,2,2,0,0
43,79,3,1,2,0,0
44,80,1,2,2,0,0
45,80,0,1,2,0,0
46,80,0,1,2,0,0
47,80,2,1,2,3,0
48,0,0,1,2,0,0
49,82,0,2,0,0,0
50,0,3,1,2,0,0
51,82,0,2,0,0,0
52,0,3,1,2,0,0
53,1,2,0,2,3,0
54,79,1,2,2,3,0
55,1,1,1,2,0,0
56,80,2,1,2,3,0
57,81,3,0,3,3,0
58,81,1,1,0,0,0
59,1,1,0,2,1,0
60,1,1,0,2,1,0
61,1,0,1,2,0,0
62,79,1,1,2,1,0
63,1,2,0,2,3,0
64,82,3,2,3,3,0
65,0,2,2,2,3,0
66,0,1,1,2,0,0
67,1,2,1,2,3,0
68,79,2,0,2,3,0
69,0,3,2,2,3,0
70,82,2,2,3,3,0
71,0,0,1,2,0,0
72,81,0,2,0,0,0
73,0,1,1,2,0,0
74,79,2,1,2,3,0
75,79,2,0,2,3,0
76,1,0,1,2,0,0
77,82,1,0,1,1,0
78,1,1,1,2,0,0
79,79,0,0,2,0,0
80,1,1,2,2,0,0
81,79,0,0,2,0,0
82,82,1,1,0,0,0
83,79,0,1,2,0,0
84,81,1,1,1,1,0
85,79,3,2,2,1,0
86,82,3,2,1,1,0
87,82,3,2,1,1,0
88,80,2,2,2,1,0
89,79,3,2,2,1,0
90,79,1,2,2,1,0
91,82,2,0,3,3,0
92,0,0,2,2,3,0
93,1,3,2,2,3,0
94,79,1,0,2,1,0
95,82,0,1,0,0,0
96,80,3,0,2,0,0
97,82,2,0,3,3,0
98,1,3,0,2,3,0
99,81,1,0,1,1,0
100,80,3,0,2,1,0
101,82,3,1,0,0,0
102,0,1,1,2,1,0
103,1,2,1,2,3,0
104,81,2,0,3,3,0
105,80,3,1,2,0,0
106,82,3,1,0,0,0
107,80,0,1,2,0,0
108,81,3,1,0,0,0
109,1,1,2,2,0,0
110,1,1,1,2,0,0
111,79,1,1,2,0,0
112,82,3,0,0,0,0
113,81,2,1,0,0,0
114,0,0,1,2,0,0
115,80,0,0,2,0,0
116,79,1,0,2,1,0
117,1,1,2,2,1,0
118,79,0,1,2,0,0
119,80,1,0,2,1,0
120,0,3,0,2,1,0
121,82,0,2,1,1,0
122,1,3,2,2,1,0
123,81,0,0,1,1,0
124,79,2,2,2,1,0
