Time,I: the_voltage,I: the_turn_indicator_lever,I: the_emergency_flashing,O: the_indication_lights,O: the_flashing_mode,O: the_flashing_timer
0,0,0,0,2,2,0
1,79,2,0,2,3,0
2,1,0,2,2,3,0
3,79,2,1,2,0,0
4,0,0,2,2,0,0
5,81,2,1,0,0,0
6,81,0,0,0,0,0
7,82,3,1,0,0,0
8,0,0,0,2,0,0
9,81,0,1,0,0,0
10,1,1,1,2,1,0
11,79,1,1,2,1,0
12,80,1,0,2,1,0
13,80,3,1,2,0,0
14,81,1,0,1,1,0
15,81,3,2,1,1,0
16,79,1,0,2,1,0
17,82,3,2,1,1,0
18,1,0,0,2,1,0
19,80,3,1,2,0,0
20,82,0,0,0,0,0
21,81,2,2,0,0,0
22,79,1,1,2,0,0
23,80,1,1,2,0,0
24,82,0,1,0,0,0
25,0,1,1,2,1,0
26,82,0,0,1,1,0
27,0,3,1,2,0,0
28,80,1,0,2,1,0
29,81,0,0,1,1,0
30,1,2,1,2,0,0
31,1,3,1,2,0,0
32,79,2,0,2,3,0
33,81,3,0,3,3,0
34,81,0,1,0,0,0
35,82,3,0,0,0,0
36,79,1,0,2,1,0
37,80,3,1,2,0,0
38,81,0,2,0,0,0
39,1,3,0,2,0,0
40,0,2,1,2,0,0
41,79,0,1,2,0,0
42,79,1,1,2,1,0
43,80,2,0,2,3,0
44,81,3,0,3,3,0
45,81,2,0,3,3,0
46,79,3,0,2,3,0
47,80,0,0,2,3,0
48,0,0,0,2,3,0
49,1,3,0,2,3,0
50,0,3,0,2,3,0
51,79,2,2,2,3,0
52,79,2,1,2,0,0
53,1,1,2,2,0,0
54,1,0,2,2,0,0
55,82,3,0,0,0,0
56,79,0,1,2,0,0
57,79,3,1,2,0,0
58,81,0,2,0,0,0
59,79,3,2,2,0,0
60,1,2,2,2,0,0
61,79,2,2,2,0,0
62,79,1,0,2,1,0
63,79,3,0,2,1,0
64,79,0,0,2,1,0
65,80,1,2,2,1,0
66,79,3,1,2,0,0
67,1,3,2,2,0,0
68,81,2,1,0,0,0
69,0,1,0,2,1,0
70,0,3,0,2,1,0
71,80,0,2,2,1,0
72,0,0,2,2,1,0
73,82,1,1,0,0,0
74,0,3,1,2,0,0
75,80,0,1,2,0,0
76,0,1,0,2,1,0
77,81,3,2,1,1,0
78,80,1,0,2,1,0
79,1,3,0,2,1,0
80,0,2,1,2,0,0
81,1,3,2,2,0,0
82,81,2,0,3,3,0
83,82,1,1,0,0,0
84,0,3,2,2,0,0
85,80,0,1,2,0,0
86,0,0,1,2,0,0
87,81,0,0,0,0,0
88,80,2,2,2,0,0
89,1,0,0,2,0,0
90,1,0,2,2,0,0
91,0,0,1,2,0,0
92,0,0,2,2,0,0
93,81,1,0,1,1,0
94,1,0,2,2,1,0
95,81,1,2,1,1,0
96,82,1,1,0,0,0
97,80,1,2,2,0,0
98,82,3,0,0,0,0
99,0,2,2,2,0,0
100,82,3,1,0,0,0
101,1,1,2,2,0,0
102,81,3,0,0,0,0
103,0,3,1,2,0,0
104,0,3,0,2,0,0
105,81,3,1,0,0,0
106,79,0,2,2,0,0
107,82,2,0,3,3,0
108,82,2,0,3,3,0
109,80,3,0,2,3,0
110,82,0,1,0,0,0
111,79,2,1,2,3,0
112,0,1,1,2,1,0
113,79,1,0,2,1,0
114,81,2,1,0,0,0
115,80,2,0,2,3,0
116,80,2,2,2,3,0
117,80,3,2,2,3,0
118,79,2,2,2,3,0
119,80,2,2,2,3,0
120,1,0,1,2,0,0
121,82,3,2,0,0,0
122,80,3,0,2,0,0
123,1,1,0,2,1,0
124,79,3,0,2,1,0
125,0,2,2,2,1,0
126,1,0,1,2,0,0
127,1,3,2,2,0,0
128,79,2,1,2,0,0
129,0,2,1,2,0,0
130,82,3,2,0,0,0
131,1,3,0,2,0,0
132,80,0,1,2,0,0
133,0,2,2,2,0,0
134,1,3,0,2,0,0
135,0,3,2,2,0,0
136,80,1,2,2,0,0
137,1,1,0,2,1,0
138,80,1,0,2,1,0
139,79,0,0,2,1,0
140,80,3,2,2,1,0
141,81,2,0,3,3,0
142,81,2,2,3,3,0
143,79,3,2,2,3,0
144,0,1,1,2,0,0
145,1,1,1,2,0,0
146,81,2,2,0,0,0
147,79,2,0,2,3,0
148,80,1,2,2,3,0
149,79,1,0,2,1,0
150,80,2,0,2,3,0
151,80,0,0,2,3,0
152,1,1,2,2,3,0
153,79,1,0,2,1,0
154,82,3,0,1,1,0
155,81,2,1,0,0,0
156,1,0,0,2,0,0
157,82,2,1,0,0,0
158,80,1,2,2,0,0
159,81,0,0,0,0,0
160,80,2,0,2,3,0
161,80,3,1,2,0,0
162,0,0,0,2,0,0
163,0,2,0,2,3,0
164,80,0,1,2,0,0
165,1,3,1,2,0,0
166,0,1,1,2,1,0
167,82,2,2,1,1,0
168,81,2,1,0,0,0
169,0,2,2,2,0,0
170,81,0,1,0,0,0
171,1,3,0,2,0,0
172,79,2,2,2,0,0
173,79,3,0,2,0,0
174,82,0,2,0,0,0
175,81,1,1,0,0,0
176,81,2,2,0,0,0
177,79,0,0,2,0,0
178,80,0,1,2,0,0
179,0,1,2,2,0,0
180,79,1,2,2,0,0
181,1,0,2,2,0,0
182,80,1,0,2,1,0
183,81,1,0,1,1,0
184,82,3,1,0,0,0
185,1,2,0,2,3,0
186,0,1,1,2,0,0
187,1,3,2,2,0,0
188,1,2,1,2,0,0
189,80,1,1,2,1,0
190,0,0,1,2,0,0
191,0,1,2,2,0,0
192,1,3,2,2,0,0
193,80,2,0,2,3,0
194,0,2,0,2,3,0
195,82,2,0,3,3,0
196,82,2,2,3,3,0
197,1,1,1,2,0,0
198,82,3,1,0,0,0
199,0,1,2,2,0,0
200,81,0,0,0,0,0
201,79,3,0,2,0,0
202,81,3,1,0,0,0
203,79,3,1,2,0,0
204,81,3,1,0,0,0
205,0,2,0,2,3,0
206,81,2,1,0,0,0
207,81,1,1,1,1,0
208,0,2,1,2,3,0
209,82,1,0,1,1,0
210,80,1,1,2,0,0
211,80,1,0,2,1,0
212,0,1,2,2,1,0
213,81,2,1,0,0,0
214,0,0,1,2,0,0
215,82,3,0,0,0,0
216,0,0,0,2,0,0
217,82,3,2,0,0,0
218,82,0,2,0,0,0
219,81,3,0,0,0,0
220,82,2,2,0,0,0
221,0,0,2,2,0,0
222,82,2,1,0,0,0
223,79,1,0,2,1,0
224,81,0,2,1,1,0
225,82,1,2,1,1,0
226,82,3,0,1,1,0
227,82,1,2,1,1,0
228,80,2,1,2,0,0
229,0,2,0,2,3,0
230,79,0,1,2,0,0
231,80,3,1,2,0,0
232,1,0,1,2,0,0
233,1,1,0,2,1,0
