Time,I: the_voltage,I: the_turn_indicator_lever,I: the_emergency_flashing,O: the_indication_lights,O: the_flashing_mode,O: the_flashing_timer
0,0,0,0,2,2,0
1,79,3,1,2,0,0
2,80,2,1,2,3,0
3,0,0,2,2,3,0
4,81,2,2,3,3,0
5,1,0,0,2,3,0
6,80,0,0,2,3,0
7,81,3,1,0,0,0
8,0,0,0,2,0,0
9,79,0,2,2,0,0
10,79,0,0,2,0,0
11,0,1,0,2,1,0
12,80,1,0,2,1,0
13,80,0,0,2,1,0
14,79,0,1,2,0,0
15,82,0,0,0,0,0
16,1,2,2,2,0,0
17,80,0,2,2,0,0
18,81,2,2,0,0,0
19,79,3,2,2,0,0
20,1,1,0,2,1,0
21,0,0,2,2,1,0
22,1,0,2,2,1,0
23,0,0,2,2,1,0
24,1,1,0,2,1,0
25,80,0,1,2,0,0
26,81,2,0,3,3,0
27,1,0,1,2,0,0
28,1,1,1,2,1,0
29,82,1,0,1,1,0
30,82,2,0,3,3,0
31,81,0,1,0,0,0
32,0,3,0,2,0,0
33,1,1,2,2,0,0
34,0,2,2,2,0,0
35,0,3,0,2,0,0
36,79,2,0,2,3,0
37,81,3,0,3,3,0
38,1,1,0,2,1,0
39,0,0,1,2,0,0
40,1,3,1,2,0,0
41,81,0,2,0,0,0
42,1,0,1,2,0,0
43,80,1,0,2,1,0
44,79,1,1,2,0,0
45,80,1,2,2,0,0
46,1,3,1,2,0,0
47,0,3,2,2,0,0
48,1,0,0,2,0,0
49,0,3,1,2,0,0
50,79,2,0,2,3,0
51,0,2,2,2,3,0
52,79,0,0,2,3,0
53,80,1,0,2,1,0
54,79,1,2,2,1,0
55,82,0,2,1,1,0
56,80,2,1,2,0,0
57,81,0,1,0,0,0
58,79,3,1,2,0,0
59,81,2,1,3,3,0
60,0,3,0,2,3,0
61,82,0,1,0,0,0
62,79,3,0,2,0,0
63,79,3,1,2,0,0
64,1,0,0,2,0,0
65,81,3,2,0,0,0
66,81,3,0,0,0,0
67,80,1,1,2,0,0
68,1,2,0,2,3,0
69,0,2,1,2,0,0
70,0,0,0,2,0,0
71,0,2,2,2,0,0
72,1,3,2,2,0,0
73,82,0,2,0,0,0
74,0,1,1,2,0,0
75,79,1,0,2,1,0
76,1,1,2,2,1,0
77,0,3,2,2,1,0
78,79,2,0,2,3,0
79,79,3,0,2,3,0
80,82,1,2,3,3,0
81,1,2,2,2,3,0
82,79,1,2,2,3,0
83,1,3,0,2,3,0
84,0,3,1,2,0,0
85,0,2,0,2,3,0
86,81,3,1,0,0,0
87,82,1,1,1,1,0
88,81,2,1,3,3,0
89,81,1,2,3,3,0
90,81,3,0,3,3,0
91,1,3,0,2,3,0
92,0,2,2,2,3,0
93,79,3,0,2,3,0
94,0,3,1,2,0,0
95,80,2,1,2,3,0
96,80,1,1,2,1,0
97,0,3,2,2,1,0
98,81,3,0,1,1,0
99,80,3,2,2,1,0
100,1,2,1,2,0,0
101,79,2,0,2,3,0
102,0,1,1,2,0,0
103,82,2,0,3,3,0
104,80,0,0,2,3,0
105,0,1,0,2,1,0
106,0,1,1,2,0,0
107,1,0,2,2,0,0
108,81,3,2,0,0,0
109,82,3,1,0,0,0
110,0,0,2,2,0,0
111,82,0,2,0,0,0
112,79,2,0,2,3,0
113,81,0,2,3,3,0
114,0,2,2,2,3,0
115,82,3,1,0,0,0
116,1,1,2,2,0,0
117,80,1,0,2,1,0
118,81,1,2,1,1,0
119,1,3,0,2,1,0
120,81,0,0,1,1,0
121,80,1,0,2,1,0
122,81,0,1,0,0,0
123,0,3,0,2,0,0
124,80,3,2,2,0,0
125,80,3,0,2,0,0
126,1,0,0,2,0,0
127,1,0,0,2,0,0
128,80,1,1,2,0,0
129,0,1,0,2,1,0
130,79,0,1,2,0,0
131,82,2,1,3,3,0
132,0,2,2,2,3,0
133,82,2,0,3,3,0
134,0,1,1,2,0,0
135,0,2,2,2,0,0
136,0,3,1,2,0,0
137,81,2,1,3,3,0
138,80,1,1,2,1,0
139,79,1,2,2,1,0
140,1,0,0,2,1,0
141,81,1,1,0,0,0
142,81,0,2,0,0,0
143,81,2,1,0,0,0
144,81,0,1,0,0,0
145,0,1,2,2,0,0
146,79,2,2,2,0,0
147,80,3,0,2,0,0
148,1,1,0,2,1,0
149,80,1,1,2,0,0
150,0,3,0,2,0,0
151,82,0,0,0,0,0
152,1,3,0,2,0,0
153,1,1,2,2,0,0
154,82,0,0,0,0,0
155,82,2,0,3,3,0
156,79,3,2,2,3,0
157,80,0,0,2,3,0
158,82,1,1,0,0,0
159,79,2,0,2,3,0
160,79,1,0,2,1,0
161,0,0,2,2,1,0
162,1,1,2,2,1,0
163,1,3,1,2,0,0
164,79,3,2,2,0,0
165,1,3,0,2,0,0
166,81,3,2,0,0,0
167,79,3,2,2,0,0
168,80,0,2,2,0,0
169,81,2,0,3,3,0
170,82,2,2,3,3,0
171,82,0,2,3,3,0
172,81,0,2,3,3,0
173,82,3,0,3,3,0
174,82,2,2,3,3,0
175,1,3,2,2,3,0
176,81,0,2,3,3,0
177,0,2,2,2,3,0
178,82,3,0,3,3,0
179,79,0,1,2,0,0
180,80,1,1,2,1,0
181,79,3,2,2,1,0
182,80,1,2,2,1,0
183,1,1,2,2,1,0
184,81,1,0,1,1,0
185,0,3,1,2,0,0
186,81,3,1,0,0,0
187,82,0,2,0,0,0
188,0,3,2,2,0,0
189,79,0,0,2,0,0
190,80,1,2,2,0,0
191,82,2,2,0,0,0
192,80,3,0,2,0,0
193,1,2,2,2,0,0
194,0,0,0,2,0,0
195,82,2,1,0,0,0
196,79,2,1,2,0,0
197,82,2,1,0,0,0
198,79,2,1,2,0,0
