Time,I: the_voltage,I: the_turn_indicator_lever,I: the_emergency_flashing,O: the_indication_lights,O: the_flashing_mode,O: the_flashing_timer
0,0,0,0,2,2,0
1,80,2,2,2,2,0
2,82,2,0,3,3,0
3,79,2,0,2,3,0
4,82,0,1,0,0,0
5,79,1,0,2,1,0
6,81,1,2,1,1,0
7,82,2,2,1,1,0
8,79,2,1,2,0,0
9,81,0,0,0,0,0
10,0,2,0,2,3,0
11,81,1,2,3,3,0
12,82,1,2,3,3,0
13,79,2,2,2,3,0
14,80,1,2,2,3,0
15,79,0,1,2,0,0
16,79,3,1,2,0,0
17,82,3,2,0,0,0
18,79,3,0,2,0,0
19,1,0,1,2,0,0
20,81,0,1,0,0,0
21,0,3,2,2,0,0
22,0,2,0,2,3,0
23,0,2,2,2,3,0
24,1,1,0,2,1,0
25,1,0,2,2,1,0
26,81,0,1,0,0,0
27,81,2,1,3,3,0
28,0,0,1,2,0,0
29,82,1,0,1,1,0
30,0,0,2,2,1,0
31,79,2,2,2,1,0
32,80,2,1,2,0,0
33,82,2,1,0,0,0
34,81,0,0,0,0,0
35,82,2,1,0,0,0
36,82,3,2,0,0,0
37,0,2,2,2,0,0
38,79,1,0,2,1,0
39,80,3,0,2,1,0
40,0,1,0,2,1,0
41,81,0,0,1,1,0
42,81,0,1,0,0,0
43,79,2,2,2,0,0
44,80,2,2,2,0,0
45,81,0,1,0,0,0
46,79,0,2,2,0,0
47,82,3,0,0,0,0
48,82,0,2,0,0,0
49,0,1,2,2,0,0
50,0,3,2,2,0,0
51,82,2,2,0,0,0
52,1,0,1,2,0,0
53,82,2,1,3,3,0
54,82,2,1,3,3,0
55,1,2,2,2,3,0
56,82,3,2,3,3,0
57,82,1,0,1,1,0
58,79,0,0,2,1,0
59,82,3,0,1,1,0
60,0,3,2,2,1,0
61,79,0,2,2,1,0
62,80,1,1,2,0,0
63,81,3,1,0,0,0
64,0,1,2,2,0,0
65,0,1,0,2,1,0
66,79,1,1,2,0,0
67,81,1,0,1,1,0
68,81,2,1,0,0,0
69,81,1,2,0,0,0
70,81,2,2,0,0,0
71,1,2,0,2,3,0
72,81,2,2,3,3,0
73,82,0,1,0,0,0
74,1,1,1,2,1,0
75,80,2,0,2,3,0
76,81,1,0,1,1,0
77,82,1,2,1,1,0
78,79,3,2,2,1,0
79,79,0,2,2,1,0
80,81,0,2,1,1,0
81,79,0,1,2,0,0
82,1,0,0,2,0,0
83,80,0,0,2,0,0
84,1,3,1,2,0,0
85,79,0,1,2,0,0
86,81,3,2,0,0,0
87,82,1,1,0,0,0
88,80,3,2,2,0,0
89,79,0,1,2,0,0
90,79,1,0,2,1,0
91,80,0,2,2,1,0
92,82,1,0,1,1,0
93,82,0,1,0,0,0
94,0,2,0,2,3,0
95,1,2,2,2,3,0
96,1,3,1,2,0,0
97,82,3,1,0,0,0
98,82,2,1,3,3,0
99,80,3,1,2,3,0
100,0,3,1,2,3,0
101,0,1,2,2,3,0
102,82,2,2,3,3,0
103,82,1,0,1,1,0
104,0,1,1,2,0,0
105,80,0,1,2,0,0
106,80,2,1,2,3,0
107,82,3,0,3,3,0
108,80,2,1,2,0,0
109,0,2,0,2,3,0
110,0,3,1,2,0,0
111,80,1,0,2,1,0
112,79,0,1,2,0,0
113,81,0,2,0,0,0
114,0,3,2,2,0,0
115,80,0,2,2,0,0
116,79,1,2,2,0,0
117,80,2,2,2,0,0
118,79,3,1,2,0,0
119,79,1,2,2,0,0
120,1,2,2,2,0,0
121,82,3,0,0,0,0
122,1,3,2,2,0,0
123,79,0,2,2,0,0
124,0,1,0,2,1,0
125,79,0,1,2,0,0
126,79,0,0,2,0,0
127,79,0,1,2,0,0
128,80,0,0,2,0,0
129,1,2,0,2,3,0
130,82,1,2,3,3,0
131,0,0,1,2,0,0
132,1,2,0,2,3,0
133,1,1,0,2,1,0
134,1,2,1,2,0,0
135,81,1,1,1,1,0
136,1,0,1,2,0,0
137,80,1,1,2,1,0
138,81,2,1,3,3,0
139,0,2,2,2,3,0
140,80,0,0,2,3,0
141,82,3,0,3,3,0
142,81,0,0,3,3,0
143,82,3,0,3,3,0
144,81,0,1,0,0,0
145,79,1,0,2,1,0
146,79,0,2,2,1,0
147,80,3,2,2,1,0
148,80,2,2,2,1,0
149,82,1,1,0,0,0
150,79,0,1,2,0,0
151,81,3,2,0,0,0
152,81,1,0,1,1,0
153,80,3,2,2,1,0
154,0,1,1,2,0,0
155,79,0,1,2,0,0
156,1,0,1,2,0,0
157,80,3,2,2,0,0
158,1,0,2,2,0,0
159,79,0,0,2,0,0
160,1,2,0,2,3,0
161,82,2,1,0,0,0
162,82,1,0,1,1,0
163,1,0,1,2,0,0
164,82,1,1,1,1,0
165,0,0,2,2,1,0
