Time,I: the_voltage,I: the_turn_indicator_lever,I: the_emergency_flashing,O: the_indication_lights,O: the_flashing_mode,O: the_flashing_timer
0,0,0,0,2,2,0
1,1,0,0,2,2,0
2,1,0,0,2,2,0
3,81,1,0,1,1,0
4,79,0,1,2,0,0
5,79,0,0,2,0,0
6,82,3,2,0,0,0
7,80,2,0,2,3,0
8,82,0,2,3,3,0
9,80,0,1,2,0,0
10,79,1,0,2,1,0
11,0,1,2,2,1,0
12,80,3,2,2,1,0
13,82,3,2,1,1,0
14,80,2,1,2,0,0
15,81,0,0,0,0,0
16,0,3,0,2,0,0
17,82,2,2,0,0,0
18,0,1,0,2,1,0
19,80,3,2,2,1,0
20,80,2,1,2,0,0
21,80,3,2,2,0,0
22,81,3,1,0,0,0
23,82,3,2,0,0,0
24,81,0,0,0,0,0
25,79,0,2,2,0,0
26,0,3,0,2,0,0
27,1,3,1,2,0,0
28,0,1,1,2,1,0
29,1,0,1,2,0,0
30,80,2,2,2,0,0
31,81,3,0,0,0,0
32,82,1,1,0,0,0
33,82,1,2,0,0,0
34,81,2,0,3,3,0
35,0,2,2,2,3,0
36,1,2,1,2,0,0
37,0,2,0,2,3,0
38,82,2,1,0,0,0
39,0,1,2,2,0,0
40,80,1,1,2,0,0
41,81,2,2,0,0,0
42,1,0,2,2,0,0
43,1,3,0,2,0,0
44,81,2,2,0,0,0
45,82,2,1,0,0,0
46,81,0,1,0,0,0
47,80,1,0,2,1,0
48,79,1,1,2,0,0
49,1,3,0,2,0,0
50,82,2,2,0,0,0
51,81,1,1,0,0,0
52,80,2,0,2,3,0
53,79,2,1,2,0,0
54,81,3,1,0,0,0
55,80,1,2,2,0,0
56,82,2,2,0,0,0
57,80,3,2,2,0,0
58,1,2,2,2,0,0
59,1,0,2,2,0,0
60,1,0,1,2,0,0
61,82,1,2,0,0,0
62,1,1,2,2,0,0
63,82,1,0,1,1,0
64,79,3,2,2,1,0
65,1,2,0,2,3,0
66,79,1,0,2,1,0
67,80,0,2,2,1,0
68,0,3,1,2,0,0
69,79,0,1,2,0,0
70,82,2,2,0,0,0
71,82,1,1,0,0,0
72,81,0,1,0,0,0
73,80,3,1,2,0,0
74,1,2,1,2,3,0
75,81,1,0,1,1,0
76,1,3,1,2,0,0
77,81,2,2,0,0,0
78,80,1,0,2,1,0
79,1,1,0,2,1,0
80,81,3,2,1,1,0
81,0,1,0,2,1,0
82,79,3,0,2,1,0
83,1,1,2,2,1,0
84,82,2,0,3,3,0
85,1,3,0,2,3,0
