Time,I: the_voltage,I: the_turn_indicator_lever,I: the_emergency_flashing,O: the_indication_lights,O: the_flashing_mode,O: the_flashing_timer
0,0,0,0,2,2,0
1,79,0,1,2,0,0
2,81,2,2,0,0,0
3,0,3,2,2,0,0
4,80,1,1,2,0,0
5,80,2,1,2,3,0
6,79,2,0,2,3,0
7,82,1,2,3,3,0
8,82,2,2,3,3,0
9,0,2,0,2,3,0
10,82,1,0,1,1,0
11,79,0,0,2,1,0
12,1,1,0,2,1,0
13,0,0,1,2,0,0
14,1,1,0,2,1,0
15,79,1,2,2,1,0
16,1,1,1,2,0,0
17,0,2,0,2,3,0
18,81,3,2,3,3,0
19,79,1,0,2,1,0
20,81,0,0,1,1,0
21,80,3,1,2,0,0
22,0,2,2,2,0,0
23,1,2,0,2,3,0
24,79,2,2,2,3,0
25,1,0,2,2,3,0
26,79,2,1,2,0,0
27,82,2,0,3,3,0
28,82,1,0,1,1,0
29,79,2,0,2,3,0
30,81,3,0,3,3,0
31,81,3,2,3,3,0
32,82,0,2,3,3,0
33,79,2,2,2,3,0
34,1,0,1,2,0,0
35,0,2,2,2,0,0
36,82,1,0,1,1,0
37,82,2,2,1,1,0
38,1,1,0,2,1,0
39,1,3,0,2,1,0
40,80,2,2,2,1,0
41,80,2,2,2,1,0
42,80,0,2,2,1,0
43,0,0,0,2,1,0
44,82,2,2,1,1,0
45,80,2,2,2,1,0
46,81,1,1,0,0,0
47,81,0,2,0,0,0
48,82,0,0,0,0,0
49,79,3,0,2,0,0
50,82,3,1,0,0,0
51,80,1,2,2,0,0
52,80,2,0,2,3,0
53,1,1,2,2,3,0
54,0,3,2,2,3,0
55,80,1,0,2,1,0
56,0,3,0,2,1,0
57,0,0,2,2,1,0
58,82,3,1,0,0,0
59,0,0,1,2,0,0
60,81,0,2,0,0,0
61,1,0,1,2,0,0
62,0,1,0,2,1,0
63,79,1,1,2,0,0
64,82,2,2,0,0,0
65,80,2,1,2,0,0
66,82,1,0,1,1,0
67,82,1,2,1,1,0
68,79,0,0,2,1,0
69,79,2,1,2,0,0
70,79,1,1,2,1,0
71,1,2,1,2,3,0
72,81,0,2,3,3,0
73,81,0,0,3,3,0
74,81,3,2,3,3,0
75,1,2,1,2,0,0
76,79,3,0,2,0,0
77,0,2,1,2,0,0
78,82,2,0,3,3,0
79,79,1,1,2,0,0
80,82,1,2,0,0,0
81,81,1,1,0,0,0
82,79,0,1,2,0,0
83,0,3,0,2,0,0
84,1,0,0,2,0,0
85,1,0,1,2,0,0
86,81,2,2,0,0,0
87,80,2,0,2,3,0
88,81,3,1,0,0,0
