Time,I: the_voltage,I: the_turn_indicator_lever,I: the_emergency_flashing,O: the_indication_lights,O: the_flashing_mode,O: the_flashing_timer
0,0,0,0,2,2,0
1,79,2,1,2,0,0
2,0,0,2,2,0,0
3,81,3,1,0,0,0
4,0,2,1,2,3,0
5,79,3,0,2,3,0
6,0,0,0,2,3,0
7,0,2,0,2,3,0
8,0,3,0,2,3,0
9,82,0,0,3,3,0
10,82,0,2,3,3,0
11,81,3,2,3,3,0
12,82,0,2,3,3,0
13,79,3,1,2,0,0
14,82,2,2,0,0,0
15,81,3,0,0,0,0
16,81,0,0,0,0,0
17,80,0,0,2,0,0
18,80,1,2,2,0,0
19,82,2,2,0,0,0
20,82,3,0,0,0,0
21,82,3,2,0,0,0
22,1,2,0,2,3,0
23,80,0,2,2,3,0
24,79,0,0,2,3,0
25,0,3,0,2,3,0
26,79,3,1,2,0,0
27,82,3,1,0,0,0
28,80,1,0,2,1,0
29,82,2,0,3,3,0
30,80,3,2,2,3,0
31,0,3,2,2,3,0
32,1,0,0,2,3,0
33,79,2,1,2,0,0
34,79,3,2,2,0,0
35,79,2,1,2,0,0
36,81,1,2,0,0,0
37,81,3,2,0,0,0
38,80,3,1,2,0,0
39,80,2,0,2,3,0
40,79,3,2,2,3,0
41,80,1,1,2,0,0
42,79,1,1,2,0,0
43,82,2,2,0,0,0
44,82,0,2,0,0,0
45,79,3,2,2,0,0
46,80,0,2,2,0,0
47,79,3,1,2,0,0
48,0,3,0,2,0,0
49,79,3,1,2,0,0
50,1,2,1,2,3,0
51,80,2,2,2,3,0
52,82,0,1,0,0,0
53,1,0,1,2,0,0
54,81,0,2,0,0,0
55,1,1,2,2,0,0
56,82,1,0,1,1,0
57,82,1,2,1,1,0
58,81,1,1,0,0,0
59,0,0,1,2,0,0
60,81,2,2,0,0,0
61,81,2,0,3,3,0
62,79,1,1,2,0,0
63,80,2,1,2,3,0
64,1,0,2,2,3,0
65,0,3,2,2,3,0
66,82,3,2,3,3,0
67,80,3,0,2,3,0
68,82,2,2,3,3,0
69,82,0,1,0,0,0
70,81,0,2,0,0,0
