Time,I: the_voltage,I: the_turn_indicator_lever,I: the_emergency_flashing,O: the_indication_lights,O: the_flashing_mode,O: the_flashing_timer
0,0,0,0,2,2,0
1,80,3,2,2,2,0
2,82,2,1,0,0,0
3,82,0,1,0,0,0
4,0,2,2,2,0,0
5,79,1,2,2,0,0
6,1,1,0,2,1,0
7,81,3,2,1,1,0
8,81,2,2,1,1,0
9,81,3,1,0,0,0
10,80,2,0,2,3,0
11,80,3,2,2,3,0
12,81,0,0,3,3,0
13,0,3,1,2,0,0
14,79,3,2,2,0,0
15,82,2,2,0,0,0
16,1,2,1,2,0,0
17,79,2,1,2,0,0
18,81,1,0,1,1,0
19,79,3,1,2,0,0
20,1,1,1,2,1,0
21,1,1,1,2,1,0
22,0,0,0,2,1,0
23,82,3,2,1,1,0
24,81,1,2,1,1,0
25,80,3,2,2,1,0
26,81,1,1,0,0,0
27,82,0,2,0,0,0
28,79,0,0,2,0,0
29,79,1,1,2,0,0
30,82,0,1,0,0,0
31,82,1,2,0,0,0
32,81,3,1,0,0,0
33,1,1,0,2,1,0
34,82,1,0,1,1,0
35,79,0,0,2,1,0
36,1,0,1,2,0,0
37,81,3,2,0,0,0
38,0,3,0,2,0,0
39,82,3,2,0,0,0
40,80,0,2,2,0,0
41,0,1,2,2,0,0
42,79,0,2,2,0,0
43,82,3,0,0,0,0
44,80,2,1,2,0,0
45,80,0,2,2,0,0
46,0,1,2,2,0,0
47,80,0,1,2,0,0
48,81,3,0,0,0,0
49,81,1,0,1,1,0
50,79,0,2,2,1,0
51,80,0,2,2,1,0
52,81,1,0,1,1,0
53,0,3,2,2,1,0
54,1,0,1,2,0,0
55,79,0,2,2,0,0
56,80,1,1,2,0,0
57,0,2,1,2,3,0
58,79,3,0,2,3,0
59,0,2,1,2,0,0
60,0,0,1,2,0,0
61,80,3,1,2,0,0
62,80,2,2,2,0,0
63,81,0,2,0,0,0
64,80,3,2,2,0,0
65,80,2,1,2,0,0
66,0,1,2,2,0,0
67,79,3,2,2,0,0
68,0,1,0,2,1,0
69,81,3,0,1,1,0
70,82,0,2,1,1,0
71,81,1,2,1,1,0
72,79,3,0,2,1,0
73,81,0,1,0,0,0
74,79,2,0,2,3,0
75,0,1,2,2,3,0
76,79,1,2,2,3,0
77,80,2,2,2,3,0
78,1,1,2,2,3,0
79,0,1,1,2,0,0
80,0,0,1,2,0,0
81,1,3,2,2,0,0
82,81,2,0,3,3,0
83,1,2,1,2,0,0
84,1,2,2,2,0,0
85,79,3,2,2,0,0
86,79,2,1,2,0,0
87,80,0,2,2,0,0
88,0,0,2,2,0,0
89,0,0,0,2,0,0
90,79,3,0,2,0,0
91,1,0,2,2,0,0
92,1,1,1,2,0,0
93,82,0,0,0,0,0
94,79,1,0,2,1,0
95,1,0,0,2,1,0
96,79,2,0,2,3,0
97,81,1,2,3,3,0
98,0,0,0,2,3,0
99,81,0,2,3,3,0
100,79,0,2,2,3,0
101,81,3,2,3,3,0
102,80,2,1,2,0,0
103,81,1,1,1,1,0
104,82,2,1,3,3,0
105,82,3,1,3,3,0
106,0,1,1,2,1,0
107,81,3,2,1,1,0
108,80,3,2,2,1,0
109,82,1,2,1,1,0
110,0,2,2,2,1,0
111,0,2,1,2,0,0
112,0,3,2,2,0,0
113,0,3,2,2,0,0
114,0,2,1,2,0,0
115,80,1,1,2,1,0
116,80,3,2,2,1,0
117,81,2,2,1,1,0
118,1,2,2,2,1,0
119,82,2,2,1,1,0
120,80,3,2,2,1,0
121,0,1,0,2,1,0
122,1,3,0,2,1,0
123,1,2,2,2,1,0
124,81,3,0,1,1,0
125,79,2,1,2,0,0
126,1,2,2,2,0,0
127,80,2,0,2,3,0
128,79,3,2,2,3,0
129,80,2,0,2,3,0
130,1,3,0,2,3,0
131,0,0,0,2,3,0
132,0,3,2,2,3,0
133,0,3,2,2,3,0
134,1,3,1,2,0,0
135,80,0,1,2,0,0
136,81,1,0,1,1,0
137,0,3,2,2,1,0
138,80,1,0,2,1,0
139,1,1,0,2,1,0
140,81,2,1,0,0,0
141,79,0,2,2,0,0
142,81,0,0,0,0,0
143,1,2,2,2,0,0
144,1,2,2,2,0,0
145,1,2,2,2,0,0
146,1,3,1,2,0,0
147,79,3,2,2,0,0
148,82,2,1,0,0,0
149,80,1,1,2,1,0
150,81,3,1,1,1,0
