Time,I: the_voltage,I: the_turn_indicator_lever,I: the_emergency_flashing,O: the_indication_lights,O: the_flashing_mode,O: the_flashing_timer
0,0,0,0,2,2,0
1,79,2,1,2,0,0
2,81,2,1,0,0,0
3,81,2,0,3,3,0
4,80,1,1,2,0,0
5,1,1,1,2,0,0
6,1,3,0,2,0,0
7,82,3,2,0,0,0
8,79,2,1,2,0,0
9,80,3,2,2,0,0
10,1,3,0,2,0,0
11,80,3,2,2,0,0
12,82,3,2,0,0,0
13,1,3,1,2,0,0
14,81,3,1,0,0,0
15,82,2,1,3,3,0
16,1,3,2,2,3,0
17,79,0,0,2,3,0
18,0,3,2,2,3,0
19,1,2,0,2,3,0
20,81,2,1,0,0,0
21,1,1,2,2,0,0
22,81,0,1,0,0,0
23,81,3,0,0,0,0
24,82,0,0,0,0,0
25,79,2,1,2,0,0
26,79,1,0,2,1,0
27,80,3,2,2,1,0
28,82,0,1,0,0,0
29,82,1,0,1,1,0
30,80,1,2,2,1,0
31,81,3,1,0,0,0
32,79,3,1,2,0,0
33,81,1,2,0,0,0
34,79,3,2,2,0,0
35,0,2,0,2,3,0
36,0,3,1,2,0,0
37,81,1,1,1,1,0
38,80,1,2,2,1,0
39,1,0,0,2,1,0
40,80,0,0,2,1,0
41,1,3,1,2,0,0
42,80,2,0,2,3,0
43,81,3,2,3,3,0
44,79,1,0,2,1,0
45,80,3,1,2,0,0
46,79,1,1,2,1,0
47,1,1,1,2,1,0
48,79,1,0,2,1,0
49,82,1,2,1,1,0
50,80,1,1,2,0,0
51,79,3,2,2,0,0
52,80,2,0,2,3,0
53,0,2,1,2,0,0
54,1,1,2,2,0,0
55,0,1,0,2,1,0
56,81,0,2,1,1,0
57,82,3,2,1,1,0
58,0,0,0,2,1,0
59,79,1,2,2,1,0
60,81,2,2,1,1,0
61,0,0,1,2,0,0
62,81,2,0,3,3,0
63,79,0,2,2,3,0
64,81,2,2,3,3,0
65,79,2,2,2,3,0
66,80,0,2,2,3,0
67,1,3,2,2,3,0
68,80,1,2,2,3,0
69,81,3,1,0,0,0
