Time,I: the_voltage,I: the_turn_indicator_lever,I: the_emergency_flashing,O: the_indication_lights,O: the_flashing_mode,O: the_flashing_timer
0,0,0,0,2,2,0
1,79,2,1,2,0,0
2,80,1,2,2,0,0
3,82,2,2,0,0,0
4,82,3,0,0,0,0
5,0,1,0,2,1,0
6,79,2,0,2,3,0
7,82,1,1,0,0,0
8,1,3,1,2,0,0
9,81,2,0,3,3,0
10,1,1,2,2,3,0
11,81,3,2,3,3,0
12,80,3,1,2,0,0
13,79,3,1,2,0,0
14,82,0,0,0,0,0
15,79,0,2,2,0,0
16,81,3,0,0,0,0
17,82,3,2,0,0,0
18,79,0,0,2,0,0
19,82,0,1,0,0,0
20,80,2,2,2,0,0
21,79,0,1,2,0,0
22,81,2,0,3,3,0
23,81,2,2,3,3,0
24,1,1,0,2,1,0
25,79,3,2,2,1,0
26,79,0,0,2,1,0
27,80,2,0,2,3,0
28,82,1,2,3,3,0
29,79,1,1,2,0,0
30,0,3,2,2,0,0
31,81,0,1,0,0,0
32,79,2,1,2,3,0
33,80,1,1,2,1,0
34,1,1,1,2,1,0
35,80,1,0,2,1,0
36,79,1,1,2,0,0
37,1,3,0,2,0,0
38,79,3,1,2,0,0
39,79,3,2,2,0,0
40,81,2,1,0,0,0
41,82,0,1,0,0,0
42,81,0,1,0,0,0
43,80,0,2,2,0,0
44,79,2,0,2,3,0
45,80,2,2,2,3,0
46,81,3,2,3,3,0
47,1,2,2,2,3,0
48,82,0,2,3,3,0
49,80,0,0,2,3,0
50,79,1,0,2,1,0
51,80,2,0,2,3,0
52,80,2,0,2,3,0
53,1,2,0,2,3,0
54,80,3,1,2,0,0
55,81,1,1,1,1,0
56,82,3,2,1,1,0
57,81,1,0,1,1,0
58,81,1,0,1,1,0
59,0,2,0,2,3,0
60,1,3,2,2,3,0
61,82,3,2,3,3,0
62,0,0,2,2,3,0
63,81,3,2,3,3,0
64,0,2,0,2,3,0
65,80,2,2,2,3,0
