Time,I: the_voltage,I: the_turn_indicator_lever,I: the_emergency_flashing,O: the_indication_lights,O: the_flashing_mode,O: the_flashing_timer
0,0,0,0,2,2,0
1,79,0,1,2,0,0
2,80,2,1,2,3,0
3,80,2,0,2,3,0
4,80,0,0,2,3,0
5,82,1,2,3,3,0
6,80,2,0,2,3,0
7,82,2,2,3,3,0
8,0,0,0,2,3,0
9,82,2,2,3,3,0
10,82,0,0,3,3,0
11,81,1,0,1,1,0
12,80,0,2,2,1,0
13,1,2,0,2,3,0
14,79,2,0,2,3,0
15,81,3,0,3,3,0
16,81,3,0,3,3,0
17,79,2,2,2,3,0
18,79,0,1,2,0,0
19,81,2,2,0,0,0
20,1,2,2,2,0,0
21,80,1,0,2,1,0
22,0,2,2,2,1,0
23,1,0,2,2,1,0
24,82,3,2,1,1,0
25,80,3,2,2,1,0
26,79,3,1,2,0,0
27,79,3,1,2,0,0
28,1,0,1,2,0,0
29,82,0,1,0,0,0
30,80,0,0,2,0,0
31,82,2,1,0,0,0
32,82,0,2,0,0,0
33,80,2,1,2,0,0
34,80,2,0,2,3,0
35,82,3,0,3,3,0
36,80,2,1,2,0,0
37,79,3,0,2,0,0
38,79,1,0,2,1,0
39,82,0,0,1,1,0
40,79,0,2,2,1,0
41,82,1,2,1,1,0
42,1,3,0,2,1,0
43,0,3,1,2,0,0
44,79,0,0,2,0,0
45,79,2,2,2,0,0
46,1,3,2,2,0,0
47,79,1,0,2,1,0
48,82,2,1,0,0,0
49,81,1,2,0,0,0
50,0,3,1,2,0,0
51,82,3,1,0,0,0
52,0,1,1,2,1,0
53,0,2,2,2,1,0
54,81,2,0,3,3,0
55,79,3,0,2,3,0
56,82,0,2,3,3,0
57,80,3,0,2,3,0
58,82,1,1,0,0,0
59,79,0,1,2,0,0
60,79,2,0,2,3,0
61,1,1,1,2,0,0
62,81,2,2,0,0,0
63,0,3,1,2,0,0
64,80,3,0,2,0,0
65,82,2,1,0,0,0
66,80,1,0,2,1,0
