Time,I: the_voltage,I: the_turn_indicator_lever,I: the_emergency_flashing,O: the_indication_lights,O: the_flashing_mode,O: the_flashing_timer
0,0,0,0,2,2,0
1,81,3,0,2,2,0
2,0,2,1,2,0,0
3,80,2,0,2,3,0
4,1,2,2,2,3,0
5,81,2,0,3,3,0
6,81,0,2,3,3,0
7,80,1,0,2,1,0
8,79,2,1,2,0,0
9,1,1,1,2,1,0
10,81,3,0,1,1,0
11,82,0,1,0,0,0
12,81,3,2,0,0,0
13,82,2,2,0,0,0
14,80,3,0,2,0,0
15,0,2,0,2,3,0
16,82,1,2,3,3,0
17,80,3,1,2,0,0
18,0,0,0,2,0,0
19,0,0,0,2,0,0
20,81,1,2,0,0,0
21,0,3,0,2,0,0
22,80,2,0,2,3,0
23,0,1,1,2,0,0
24,82,1,2,0,0,0
25,81,1,2,0,0,0
26,82,1,0,1,1,0
27,82,3,2,1,1,0
28,1,2,0,2,3,0
29,1,3,1,2,0,0
30,1,0,0,2,0,0
31,0,3,1,2,0,0
32,82,2,1,3,3,0
33,80,2,0,2,3,0
34,79,2,1,2,0,0
35,80,1,1,2,1,0
36,81,1,1,1,1,0
37,0,3,2,2,1,0
38,81,3,1,0,0,0
39,79,0,0,2,0,0
40,79,1,2,2,0,0
41,79,3,1,2,0,0
42,1,0,1,2,0,0
43,80,3,1,2,0,0
44,81,1,0,1,1,0
45,81,0,1,0,0,0
46,79,3,2,2,0,0
47,1,3,0,2,0,0
48,80,3,0,2,0,0
49,0,1,0,2,1,0
50,81,0,2,1,1,0
51,0,1,2,2,1,0
52,80,0,2,2,1,0
53,79,2,1,2,0,0
54,0,3,0,2,0,0
55,79,0,0,2,0,0
56,82,3,1,0,0,0
57,79,2,0,2,3,0
58,0,0,0,2,3,0
59,1,0,0,2,3,0
60,82,3,0,3,3,0
61,79,3,1,2,0,0
62,82,0,2,0,0,0
63,0,0,2,2,0,0
64,79,3,0,2,0,0
65,1,0,1,2,0,0
66,82,1,1,1,1,0
67,0,1,0,2,1,0
68,0,1,2,2,1,0
69,81,0,2,1,1,0
70,1,1,1,2,0,0
71,0,2,1,2,3,0
72,79,2,0,2,3,0
73,80,3,0,2,3,0
74,0,2,2,2,3,0
75,82,1,0,1,1,0
76,81,2,2,1,1,0
77,79,1,2,2,1,0
78,79,0,0,2,1,0
79,81,0,0,1,1,0
80,80,0,2,2,1,0
81,0,1,2,2,1,0
82,1,1,2,2,1,0
83,82,3,1,0,0,0
84,1,2,1,2,3,0
85,0,2,2,2,3,0
86,80,0,2,2,3,0
87,80,0,1,2,0,0
88,0,0,1,2,0,0
89,82,1,2,0,0,0
90,0,3,2,2,0,0
91,79,3,2,2,0,0
92,80,3,0,2,0,0
93,82,3,1,0,0,0
94,79,3,2,2,0,0
95,0,2,1,2,0,0
96,1,0,2,2,0,0
97,81,1,2,0,0,0
98,0,1,2,2,0,0
99,0,3,1,2,0,0
100,80,3,0,2,0,0
101,82,1,2,0,0,0
102,80,1,1,2,0,0
103,82,3,0,0,0,0
104,1,2,1,2,0,0
105,82,1,1,1,1,0
106,79,3,0,2,1,0
107,81,2,0,3,3,0
108,81,3,0,3,3,0
109,82,0,2,3,3,0
110,82,1,2,3,3,0
111,82,3,2,3,3,0
112,82,0,0,3,3,0
113,82,0,2,3,3,0
114,1,1,1,2,0,0
115,81,1,2,0,0,0
116,1,2,2,2,0,0
117,1,1,2,2,0,0
118,1,1,1,2,0,0
119,0,2,2,2,0,0
120,81,2,2,0,0,0
121,80,2,2,2,0,0
122,79,1,2,2,0,0
123,0,1,2,2,0,0
124,0,3,1,2,0,0
125,1,0,0,2,0,0
126,80,1,0,2,1,0
127,80,0,0,2,1,0
128,1,3,1,2,0,0
129,80,1,0,2,1,0
130,1,2,0,2,3,0
131,79,3,1,2,0,0
132,82,2,1,3,3,0
133,79,2,2,2,3,0
134,82,2,1,0,0,0
135,82,0,0,0,0,0
136,81,2,2,0,0,0
137,79,1,2,2,0,0
138,82,3,0,0,0,0
139,79,3,0,2,0,0
140,0,2,0,2,3,0
141,80,2,0,2,3,0
142,81,0,0,3,3,0
143,81,1,2,3,3,0
144,0,2,0,2,3,0
145,79,3,1,2,0,0
146,0,1,0,2,1,0
147,80,2,2,2,1,0
148,82,1,0,1,1,0
149,1,0,2,2,1,0
150,82,1,0,1,1,0
151,80,2,2,2,1,0
152,0,2,0,2,3,0
153,1,3,2,2,3,0
154,79,2,2,2,3,0
155,82,1,2,3,3,0
156,1,3,2,2,3,0
157,0,1,2,2,3,0
158,0,1,1,2,0,0
159,1,0,0,2,0,0
160,1,3,0,2,0,0
161,0,1,2,2,0,0
162,80,0,1,2,0,0
163,1,1,2,2,0,0
164,0,0,2,2,0,0
165,79,3,0,2,0,0
166,79,2,2,2,0,0
167,79,3,0,2,0,0
