Time,I: the_voltage,I: the_turn_indicator_lever,I: the_emergency_flashing,O: the_indication_lights,O: the_flashing_mode,O: the_flashing_timer
0,0,0,0,2,2,0
1,81,0,2,2,2,0
2,80,3,1,2,0,0
3,0,1,0,2,1,0
4,0,1,1,2,0,0
5,79,3,2,2,0,0
6,82,3,0,0,0,0
7,79,1,1,2,0,0
8,1,1,2,2,0,0
9,1,1,0,2,1,0
10,82,0,2,1,1,0
11,1,3,0,2,1,0
12,80,1,2,2,1,0
13,81,0,0,1,1,0
14,79,2,0,2,3,0
15,80,1,1,2,0,0
16,80,1,2,2,0,0
17,81,3,0,0,0,0
18,82,1,1,0,0,0
19,82,0,1,0,0,0
20,1,2,1,2,3,0
21,0,2,0,2,3,0
22,79,1,2,2,3,0
23,0,2,2,2,3,0
24,1,0,0,2,3,0
25,82,2,0,3,3,0
26,0,0,2,2,3,0
27,79,0,1,2,0,0
28,82,0,0,0,0,0
29,81,2,2,0,0,0
30,1,3,2,2,0,0
31,80,0,0,2,0,0
32,80,1,0,2,1,0
33,82,1,2,1,1,0
34,80,1,1,2,0,0
35,81,3,2,0,0,0
36,1,2,0,2,3,0
37,79,2,2,2,3,0
38,0,2,0,2,3,0
39,0,1,2,2,3,0
40,79,3,0,2,3,0
41,80,3,1,2,0,0
42,81,2,1,3,3,0
43,0,2,0,2,3,0
44,79,2,2,2,3,0
45,80,3,1,2,0,0
46,81,1,1,1,1,0
47,82,1,0,1,1,0
48,81,3,2,1,1,0
49,1,3,2,2,1,0
50,80,2,1,2,0,0
51,81,0,1,0,0,0
52,79,2,0,2,3,0
53,81,0,1,0,0,0
54,82,2,2,0,0,0
55,0,1,2,2,0,0
56,82,3,0,0,0,0
57,79,0,2,2,0,0
58,1,0,1,2,0,0
59,1,0,1,2,0,0
60,79,1,2,2,0,0
61,1,0,2,2,0,0
62,79,1,0,2,1,0
63,82,2,0,3,3,0
64,80,3,2,2,3,0
65,82,2,1,0,0,0
66,80,0,2,2,0,0
67,1,3,2,2,0,0
68,82,2,2,0,0,0
69,1,2,0,2,3,0
70,80,2,1,2,0,0
71,79,2,0,2,3,0
