Time,I: the_voltage,I: the_turn_indicator_lever,I: the_emergency_flashing,O: the_indication_lights,O: the_flashing_mode,O: the_flashing_timer
0,0,0,0,2,2,0
1,82,0,1,0,0,0
2,79,1,0,2,1,0
3,81,3,2,1,1,0
4,82,3,1,0,0,0
5,81,2,0,3,3,0
6,81,1,2,3,3,0
7,79,2,1,2,0,0
8,82,0,1,0,0,0
9,1,1,0,2,1,0
10,79,0,1,2,0,0
11,82,3,0,0,0,0
12,79,2,2,2,0,0
13,80,3,2,2,0,0
14,1,0,0,2,0,0
15,81,3,0,0,0,0
16,81,3,2,0,0,0
17,1,0,1,2,0,0
18,80,2,1,2,3,0
19,81,3,1,3,3,0
20,80,1,0,2,1,0
21,79,0,1,2,0,0
22,81,0,0,0,0,0
23,81,0,0,0,0,0
24,0,2,2,2,0,0
25,80,3,1,2,0,0
26,1,1,0,2,1,0
27,79,2,1,2,0,0
28,79,0,2,2,0,0
29,81,2,0,3,3,0
30,81,2,1,0,0,0
31,80,0,0,2,0,0
32,81,2,1,0,0,0
33,80,2,2,2,0,0
34,0,2,0,2,3,0
35,1,1,1,2,0,0
36,80,3,0,2,0,0
37,82,1,2,0,0,0
38,82,2,2,0,0,0
39,1,3,1,2,0,0
40,80,0,1,2,0,0
41,0,0,0,2,0,0
42,82,3,0,0,0,0
43,1,0,2,2,0,0
44,1,0,0,2,0,0
45,82,2,1,0,0,0
46,1,2,0,2,3,0
47,1,2,2,2,3,0
48,80,0,1,2,0,0
49,82,2,2,0,0,0
50,1,3,2,2,0,0
51,79,0,0,2,0,0
52,82,3,0,0,0,0
53,80,0,2,2,0,0
54,82,3,0,0,0,0
55,1,0,2,2,0,0
56,79,2,1,2,0,0
57,82,1,1,1,1,0
58,79,0,1,2,0,0
59,82,3,1,0,0,0
60,0,0,2,2,0,0
61,1,0,1,2,0,0
62,79,0,0,2,0,0
