Time,I: the_voltage,I: the_turn_indicator_lever,I: the_emergency_flashing,O: the_indication_lights,O: the_flashing_mode,O: the_flashing_timer
0,0,0,0,2,2,0
1,81,0,1,0,0,0
2,81,3,1,0,0,0
3,80,0,0,2,0,0
4,81,1,1,0,0,0
5,1,1,1,2,0,0
6,82,3,0,0,0,0
7,80,3,0,2,0,0
8,81,0,2,0,0,0
9,1,2,2,2,0,0
10,1,3,0,2,0,0
11,1,2,1,2,0,0
12,1,3,1,2,0,0
13,82,0,2,0,0,0
14,1,2,0,2,3,0
15,0,3,0,2,3,0
16,1,0,1,2,0,0
17,79,3,0,2,0,0
18,0,3,2,2,0,0
19,82,2,1,0,0,0
20,80,0,0,2,0,0
21,0,3,2,2,0,0
22,79,0,1,2,0,0
23,82,2,1,3,3,0
24,80,2,0,2,3,0
25,79,1,2,2,3,0
26,82,2,2,3,3,0
27,82,3,0,3,3,0
28,79,0,1,2,0,0
29,82,1,0,1,1,0
30,1,2,0,2,3,0
31,0,3,1,2,0,0
32,80,0,0,2,0,0
33,82,2,2,0,0,0
34,82,1,0,1,1,0
35,0,0,0,2,1,0
36,82,1,0,1,1,0
37,0,3,0,2,1,0
38,1,2,2,2,1,0
39,1,3,2,2,1,0
40,82,1,0,1,1,0
41,82,3,2,1,1,0
42,80,3,1,2,0,0
43,80,3,1,2,0,0
44,80,1,2,2,0,0
45,79,0,2,2,0,0
46,1,3,2,2,0,0
47,80,0,1,2,0,0
48,80,2,2,2,0,0
49,1,3,2,2,0,0
50,1,1,0,2,1,0
51,81,2,2,1,1,0
52,79,0,2,2,1,0
53,81,2,0,3,3,0
54,79,1,0,2,1,0
55,1,3,0,2,1,0
56,82,0,1,0,0,0
57,80,0,1,2,0,0
58,0,1,0,2,1,0
59,82,2,2,1,1,0
60,80,0,2,2,1,0
61,79,1,1,2,0,0
62,1,2,0,2,3,0
63,79,0,2,2,3,0
64,81,0,1,0,0,0
65,81,1,2,0,0,0
66,79,0,1,2,0,0
67,80,2,2,2,0,0
68,1,0,0,2,0,0
69,79,3,1,2,0,0
70,1,0,1,2,0,0
71,79,0,2,2,0,0
72,81,0,0,0,0,0
73,0,3,0,2,0,0
74,79,3,0,2,0,0
75,81,3,2,0,0,0
76,81,1,2,0,0,0
77,82,3,2,0,0,0
78,0,2,2,2,0,0
79,81,3,1,0,0,0
80,80,1,2,2,0,0
81,81,0,1,0,0,0
82,79,0,1,2,0,0
83,0,2,1,2,3,0
84,0,0,1,2,0,0
85,0,3,2,2,0,0
86,80,3,2,2,0,0
87,0,3,1,2,0,0
88,81,0,0,0,0,0
89,1,1,1,2,0,0
90,79,1,1,2,0,0
91,82,2,2,0,0,0
92,81,0,2,0,0,0
93,79,2,2,2,0,0
94,81,2,0,3,3,0
95,82,1,0,1,1,0
96,79,3,2,2,1,0
97,1,1,0,2,1,0
98,0,1,2,2,1,0
99,82,0,1,0,0,0
100,81,0,2,0,0,0
101,79,2,2,2,0,0
