Time,I: the_voltage,I: the_turn_indicator_lever,I: the_emergency_flashing,O: the_indication_lights,O: the_flashing_mode,O: the_flashing_timer
0,0,0,0,2,2,0
1,0,1,2,2,2,0
2,79,1,0,2,1,0
3,79,3,2,2,1,0
4,82,2,2,1,1,0
5,82,3,1,0,0,0
6,80,0,2,2,0,0
7,0,1,0,2,1,0
8,1,3,2,2,1,0
9,80,1,0,2,1,0
10,82,2,2,1,1,0
11,82,2,2,1,1,0
12,79,0,2,2,1,0
13,80,0,2,2,1,0
14,1,2,2,2,1,0
15,79,3,2,2,1,0
16,1,3,2,2,1,0
17,81,2,0,3,3,0
18,80,1,0,2,1,0
19,1,2,2,2,1,0
20,79,3,1,2,0,0
21,0,2,2,2,0,0
22,80,2,2,2,0,0
23,0,1,1,2,0,0
24,81,3,0,0,0,0
25,80,0,0,2,0,0
26,81,1,0,1,1,0
27,79,3,1,2,0,0
28,0,0,2,2,0,0
29,81,0,0,0,0,0
30,79,1,0,2,1,0
31,82,3,2,1,1,0
32,79,0,0,2,1,0
33,81,0,1,0,0,0
34,0,3,1,2,0,0
35,82,0,2,0,0,0
36,81,1,1,0,0,0
37,81,2,0,3,3,0
38,1,0,1,2,0,0
39,1,0,1,2,0,0
40,1,0,0,2,0,0
41,82,0,1,0,0,0
42,79,3,0,2,0,0
43,80,3,2,2,0,0
44,80,2,1,2,0,0
45,1,3,1,2,0,0
46,1,3,1,2,0,0
47,81,2,2,0,0,0
48,79,3,0,2,0,0
49,0,1,0,2,1,0
50,80,3,1,2,0,0
51,82,0,2,0,0,0
52,0,1,0,2,1,0
53,0,0,0,2,1,0
54,80,0,2,2,1,0
55,0,2,0,2,3,0
56,1,1,0,2,1,0
57,0,3,2,2,1,0
58,80,3,2,2,1,0
59,80,1,1,2,0,0
60,79,0,0,2,0,0
61,80,1,2,2,0,0
62,0,1,0,2,1,0
63,0,1,2,2,1,0
64,79,1,0,2,1,0
65,80,0,0,2,1,0
66,1,3,0,2,1,0
67,1,0,0,2,1,0
68,0,0,0,2,1,0
69,80,0,2,2,1,0
70,81,3,2,1,1,0
71,81,3,2,1,1,0
72,79,3,1,2,0,0
73,79,1,0,2,1,0
74,81,2,2,1,1,0
75,80,2,0,2,3,0
76,80,1,0,2,1,0
77,0,2,0,2,3,0
78,1,1,0,2,1,0
79,82,2,0,3,3,0
80,79,1,2,2,3,0
81,1,1,0,2,1,0
82,0,3,2,2,1,0
83,79,0,2,2,1,0
84,0,2,1,2,0,0
85,82,1,0,1,1,0
86,82,3,0,1,1,0
87,0,3,1,2,0,0
88,0,2,0,2,3,0
89,0,0,2,2,3,0
90,80,2,1,2,0,0
91,81,3,1,0,0,0
92,81,3,2,0,0,0
93,79,3,1,2,0,0
94,1,2,2,2,0,0
95,79,1,1,2,0,0
96,1,0,2,2,0,0
97,82,2,0,3,3,0
98,0,3,0,2,3,0
99,81,3,0,3,3,0
100,80,2,0,2,3,0
101,81,2,2,3,3,0
102,82,0,0,3,3,0
103,79,2,2,2,3,0
104,1,3,2,2,3,0
105,1,1,0,2,1,0
106,0,0,1,2,0,0
107,79,1,0,2,1,0
108,1,3,2,2,1,0
109,82,1,0,1,1,0
110,82,2,0,3,3,0
111,82,1,0,1,1,0
112,1,1,1,2,0,0
113,79,3,2,2,0,0
114,81,0,0,0,0,0
115,79,0,1,2,0,0
116,0,0,0,2,0,0
117,81,3,2,0,0,0
118,79,1,0,2,1,0
119,1,3,0,2,1,0
120,1,1,0,2,1,0
121,82,2,1,0,0,0
122,80,0,1,2,0,0
123,80,1,2,2,0,0
124,82,2,0,3,3,0
125,0,2,0,2,3,0
126,81,0,2,3,3,0
127,80,3,1,2,0,0
128,0,1,0,2,1,0
129,80,1,0,2,1,0
130,0,2,1,2,0,0
131,79,2,2,2,0,0
132,81,1,0,1,1,0
133,0,1,2,2,1,0
134,81,3,2,1,1,0
135,1,3,2,2,1,0
136,1,2,1,2,0,0
137,0,3,2,2,0,0
138,80,0,1,2,0,0
139,1,3,2,2,0,0
140,0,1,0,2,1,0
141,82,0,0,1,1,0
142,1,1,2,2,1,0
143,0,1,2,2,1,0
144,81,3,2,1,1,0
145,79,2,1,2,0,0
146,80,1,2,2,0,0
147,81,3,2,0,0,0
148,79,3,2,2,0,0
149,0,2,0,2,3,0
150,81,0,0,3,3,0
151,79,3,1,2,0,0
152,81,3,1,0,0,0
153,82,1,2,0,0,0
154,1,2,1,2,0,0
155,0,0,1,2,0,0
156,79,3,0,2,0,0
157,1,0,1,2,0,0
158,0,2,2,2,0,0
159,79,0,1,2,0,0
160,80,2,1,2,3,0
161,81,0,1,0,0,0
162,81,2,2,0,0,0
163,80,3,1,2,0,0
164,79,0,0,2,0,0
165,81,3,2,0,0,0
166,82,2,2,0,0,0
167,82,3,1,0,0,0
168,79,2,0,2,3,0
169,81,1,1,0,0,0
170,1,0,0,2,0,0
171,1,0,0,2,0,0
172,81,1,2,0,0,0
173,0,0,1,2,0,0
174,0,0,1,2,0,0
175,1,2,1,2,3,0
176,82,2,1,3,3,0
177,79,3,0,2,3,0
178,79,3,0,2,3,0
179,1,0,1,2,0,0
180,1,1,0,2,1,0
181,82,0,2,1,1,0
182,79,0,0,2,1,0
183,81,1,1,0,0,0
