Time,I: the_voltage,I: the_turn_indicator_lever,I: the_emergency_flashing,O: the_indication_lights,O: the_flashing_mode,O: the_flashing_timer
0,0,0,0,2,2,0
1,82,2,0,3,3,0
2,80,2,0,2,3,0
3,80,3,0,2,3,0
4,0,2,0,2,3,0
5,79,3,2,2,3,0
6,80,3,1,2,0,0
7,81,3,2,0,0,0
8,1,3,0,2,0,0
9,81,1,1,0,0,0
10,0,0,1,2,0,0
11,82,0,1,0,0,0
12,0,3,2,2,0,0
13,82,1,0,1,1,0
14,80,3,2,2,1,0
15,82,2,2,1,1,0
16,81,1,2,1,1,0
17,0,1,0,2,1,0
18,82,2,2,1,1,0
19,82,1,0,1,1,0
20,0,0,2,2,1,0
21,0,1,2,2,1,0
22,79,0,1,2,0,0
23,0,2,0,2,3,0
24,1,3,2,2,3,0
25,0,2,2,2,3,0
26,0,0,0,2,3,0
27,82,0,0,3,3,0
28,80,3,1,2,0,0
29,79,1,0,2,1,0
30,1,3,2,2,1,0
31,81,3,2,1,1,0
32,80,3,0,2,1,0
33,81,1,2,1,1,0
34,1,2,1,2,0,0
35,1,0,0,2,0,0
36,82,0,1,0,0,0
37,79,3,1,2,0,0
38,1,0,0,2,0,0
39,1,1,1,2,0,0
40,1,3,2,2,0,0
41,1,3,1,2,0,0
42,81,3,0,0,0,0
43,79,1,0,2,1,0
44,80,2,2,2,1,0
45,80,1,1,2,0,0
46,79,2,2,2,0,0
47,1,1,1,2,0,0
48,1,1,1,2,0,0
49,0,0,0,2,0,0
50,82,1,2,0,0,0
51,82,2,0,3,3,0
52,0,3,2,2,3,0
53,79,2,0,2,3,0
54,1,1,1,2,0,0
55,79,2,0,2,3,0
56,80,1,2,2,3,0
57,1,2,1,2,0,0
58,82,0,0,0,0,0
59,0,3,2,2,0,0
60,82,0,2,0,0,0
61,79,1,0,2,1,0
62,82,0,2,1,1,0
63,82,0,2,1,1,0
64,0,1,2,2,1,0
65,80,1,2,2,1,0
66,80,0,1,2,0,0
67,80,1,2,2,0,0
68,1,0,2,2,0,0
69,82,0,2,0,0,0
70,79,2,1,2,0,0
71,1,2,1,2,0,0
72,82,0,2,0,0,0
73,80,2,0,2,3,0
74,0,1,0,2,1,0
75,82,2,1,0,0,0
76,80,3,2,2,0,0
77,0,3,2,2,0,0
78,81,3,0,0,0,0
79,82,2,1,0,0,0
80,82,2,2,0,0,0
81,79,2,2,2,0,0
82,1,1,0,2,1,0
83,81,2,0,3,3,0
84,0,0,0,2,3,0
85,0,1,1,2,0,0
86,82,0,1,0,0,0
87,80,2,0,2,3,0
88,80,3,0,2,3,0
89,80,1,2,2,3,0
90,0,2,0,2,3,0
91,81,3,0,3,3,0
92,82,2,0,3,3,0
93,80,0,1,2,0,0
94,80,0,1,2,0,0
95,79,2,0,2,3,0
96,80,2,1,2,0,0
97,82,2,0,3,3,0
98,79,2,2,2,3,0
99,1,2,2,2,3,0
100,81,3,0,3,3,0
101,1,2,1,2,0,0
102,81,1,2,0,0,0
103,80,1,1,2,0,0
104,0,2,1,2,3,0
105,80,3,1,2,3,0
106,80,2,0,2,3,0
107,82,0,1,0,0,0
108,82,1,1,1,1,0
109,1,3,0,2,1,0
110,0,1,0,2,1,0
111,82,3,0,1,1,0
112,79,3,2,2,1,0
113,0,2,1,2,0,0
114,0,0,2,2,0,0
115,0,3,2,2,0,0
116,82,3,1,0,0,0
117,1,0,0,2,0,0
118,82,0,1,0,0,0
119,79,0,2,2,0,0
120,80,1,1,2,0,0
121,82,2,0,3,3,0
122,80,1,1,2,0,0
123,82,2,1,3,3,0
124,80,3,0,2,3,0
