Time,I: the_voltage,I: the_turn_indicator_lever,I: the_emergency_flashing,O: the_indication_lights,O: the_flashing_mode,O: the_flashing_timer
0,0,0,0,2,2,0
1,80,0,2,2,2,0
2,82,3,2,2,2,0
3,82,0,2,2,2,0
4,1,0,2,2,2,0
5,1,0,1,2,0,0
6,0,2,1,2,3,0
7,0,2,1,2,3,0
8,0,0,1,2,0,0
9,81,1,2,0,0,0
10,80,3,1,2,0,0
11,81,0,1,0,0,0
12,0,0,1,2,0,0
13,1,0,1,2,0,0
14,0,3,0,2,0,0
15,81,1,1,0,0,0
16,81,3,1,0,0,0
17,79,1,1,2,1,0
18,0,3,1,2,1,0
19,0,2,2,2,1,0
20,79,3,1,2,0,0
21,79,3,1,2,0,0
22,82,0,2,0,0,0
23,0,2,1,2,0,0
24,82,3,0,0,0,0
25,82,1,1,0,0,0
26,0,1,2,2,0,0
27,1,1,2,2,0,0
28,0,3,2,2,0,0
29,0,3,0,2,0,0
30,80,2,0,2,3,0
31,82,1,0,1,1,0
32,80,1,0,2,1,0
33,79,2,0,2,3,0
34,79,2,2,2,3,0
35,79,0,1,2,0,0
36,82,3,1,0,0,0
37,0,2,1,2,3,0
38,79,2,0,2,3,0
39,80,2,2,2,3,0
40,0,1,0,2,1,0
41,0,2,1,2,0,0
42,81,0,1,0,0,0
43,0,3,2,2,0,0
44,79,3,0,2,0,0
45,82,3,0,0,0,0
46,80,0,2,2,0,0
47,82,0,1,0,0,0
48,81,2,2,0,0,0
49,81,0,0,0,0,0
50,79,2,0,2,3,0
51,80,3,2,2,3,0
52,79,1,1,2,0,0
53,81,1,1,0,0,0
54,82,0,2,0,0,0
55,1,2,0,2,3,0
56,0,2,2,2,3,0
57,1,0,2,2,3,0
58,79,3,0,2,3,0
59,80,2,0,2,3,0
60,81,3,0,3,3,0
61,0,0,2,2,3,0
62,82,2,1,0,0,0
63,1,2,0,2,3,0
64,81,3,0,3,3,0
65,80,3,0,2,3,0
66,81,0,1,0,0,0
67,1,3,2,2,0,0
68,79,3,1,2,0,0
69,81,2,0,3,3,0
70,1,1,2,2,3,0
71,80,3,0,2,3,0
72,79,0,0,2,3,0
73,79,1,1,2,0,0
74,80,0,0,2,0,0
75,80,1,0,2,1,0
76,1,0,2,2,1,0
77,81,0,2,1,1,0
78,82,2,2,1,1,0
79,80,2,0,2,3,0
80,81,3,1,0,0,0
81,81,0,2,0,0,0
82,82,2,2,0,0,0
83,79,2,2,2,0,0
84,81,3,2,0,0,0
85,0,0,1,2,0,0
86,79,0,0,2,0,0
87,82,0,2,0,0,0
88,0,3,2,2,0,0
89,81,0,1,0,0,0
90,1,0,1,2,0,0
91,79,0,2,2,0,0
92,80,1,1,2,0,0
93,82,2,0,3,3,0
94,1,2,0,2,3,0
95,1,1,2,2,3,0
96,81,3,0,3,3,0
97,1,1,0,2,1,0
98,0,0,0,2,1,0
99,80,2,0,2,3,0
100,82,3,0,3,3,0
101,0,1,2,2,3,0
102,81,2,2,3,3,0
103,79,2,1,2,0,0
104,81,0,0,0,0,0
105,80,3,2,2,0,0
106,80,2,1,2,0,0
107,0,1,2,2,0,0
108,80,3,0,2,0,0
109,0,0,1,2,0,0
110,0,2,1,2,3,0
111,82,2,0,3,3,0
112,79,1,1,2,0,0
113,1,0,1,2,0,0
114,80,2,0,2,3,0
115,81,1,0,1,1,0
116,80,1,2,2,1,0
117,80,1,1,2,0,0
118,1,3,0,2,0,0
119,80,0,2,2,0,0
120,82,1,1,0,0,0
121,82,3,1,0,0,0
122,79,0,2,2,0,0
123,80,3,0,2,0,0
124,1,1,2,2,0,0
125,82,0,1,0,0,0
126,80,2,2,2,0,0
127,80,1,2,2,0,0
128,81,3,1,0,0,0
129,80,0,0,2,0,0
130,82,3,2,0,0,0
131,79,3,0,2,0,0
132,0,1,0,2,1,0
133,82,1,1,0,0,0
134,0,1,1,2,0,0
135,1,0,2,2,0,0
136,1,3,2,2,0,0
137,82,0,1,0,0,0
138,80,3,2,2,0,0
139,80,3,2,2,0,0
140,1,3,1,2,0,0
141,0,3,1,2,0,0
142,1,2,1,2,3,0
143,80,0,2,2,3,0
144,81,1,0,1,1,0
145,81,1,2,1,1,0
146,82,0,1,0,0,0
147,0,0,2,2,0,0
148,0,3,1,2,0,0
149,79,0,1,2,0,0
150,1,3,2,2,0,0
151,0,3,1,2,0,0
152,1,2,0,2,3,0
153,81,3,0,3,3,0
154,81,3,2,3,3,0
155,79,1,1,2,0,0
156,81,1,0,1,1,0
157,80,0,1,2,0,0
158,81,2,1,3,3,0
159,82,1,0,1,1,0
160,0,2,0,2,3,0
161,81,0,1,0,0,0
162,0,0,2,2,0,0
