Time,I: the_voltage,I: the_turn_indicator_lever,I: the_emergency_flashing,O: the_indication_lights,O: the_flashing_mode,O: the_flashing_timer
0,0,0,0,2,2,0
1,1,3,0,2,2,0
2,81,3,2,2,2,0
3,0,1,0,2,1,0
4,80,2,0,2,3,0
5,80,1,0,2,1,0
6,82,0,1,0,0,0
7,1,0,2,2,0,0
8,80,3,0,2,0,0
9,0,0,2,2,0,0
10,0,0,0,2,0,0
11,82,0,1,0,0,0
12,81,2,0,3,3,0
13,79,1,0,2,1,0
14,80,2,2,2,1,0
15,81,0,2,1,1,0
16,79,2,1,2,0,0
17,79,1,1,2,1,0
18,80,0,2,2,1,0
19,1,2,0,2,3,0
20,82,1,1,0,0,0
21,82,2,1,3,3,0
22,0,0,2,2,3,0
23,82,0,2,3,3,0
24,82,1,0,1,1,0
25,79,0,1,2,0,0
26,82,2,1,3,3,0
27,82,0,0,3,3,0
28,80,2,0,2,3,0
29,81,0,2,3,3,0
30,80,0,0,2,3,0
31,82,1,2,3,3,0
32,0,0,1,2,0,0
33,1,3,0,2,0,0
34,79,1,0,2,1,0
35,80,3,1,2,0,0
36,79,0,1,2,0,0
37,79,0,0,2,0,0
38,81,0,1,0,0,0
39,80,0,0,2,0,0
40,79,0,0,2,0,0
41,82,3,1,0,0,0
42,82,3,2,0,0,0
43,82,3,0,0,0,0
44,0,0,0,2,0,0
45,79,0,2,2,0,0
46,81,1,2,0,0,0
47,82,2,1,0,0,0
48,1,0,2,2,0,0
49,80,2,0,2,3,0
50,79,3,0,2,3,0
51,81,0,1,0,0,0
52,1,1,2,2,0,0
53,80,3,1,2,0,0
54,82,2,0,3,3,0
55,1,0,0,2,3,0
56,1,3,2,2,3,0
57,79,1,0,2,1,0
58,80,1,0,2,1,0
59,0,0,1,2,0,0
60,1,2,0,2,3,0
61,1,0,2,2,3,0
62,79,2,0,2,3,0
63,79,3,2,2,3,0
64,1,3,2,2,3,0
65,0,0,0,2,3,0
66,81,2,0,3,3,0
67,1,1,1,2,0,0
68,81,1,2,0,0,0
69,0,2,1,2,0,0
70,81,1,0,1,1,0
71,82,0,2,1,1,0
72,80,1,1,2,0,0
73,1,1,0,2,1,0
74,81,1,1,0,0,0
75,79,3,0,2,0,0
76,80,2,1,2,0,0
77,80,3,0,2,0,0
78,1,2,0,2,3,0
79,79,0,0,2,3,0
80,0,2,0,2,3,0
81,0,1,1,2,0,0
82,82,2,0,3,3,0
83,82,2,0,3,3,0
84,1,2,0,2,3,0
85,81,2,0,3,3,0
86,79,0,0,2,3,0
87,0,1,1,2,0,0
88,82,0,0,0,0,0
89,82,1,1,0,0,0
90,1,0,1,2,0,0
91,0,0,0,2,0,0
