Time,I: the_voltage,I: the_turn_indicator_lever,I: the_emergency_flashing,O: the_indication_lights,O: the_flashing_mode,O: the_flashing_timer
0,0,0,0,2,2,0
1,1,3,0,2,2,0
2,1,3,2,2,2,0
3,81,0,0,2,2,0
4,79,2,0,2,3,0
5,1,3,2,2,3,0
6,81,0,0,3,3,0
7,1,3,0,2,3,0
8,82,1,0,1,1,0
9,79,3,1,2,0,0
10,1,2,1,2,3,0
11,1,1,0,2,1,0
12,1,1,2,2,1,0
13,80,1,2,2,1,0
14,82,0,2,1,1,0
15,79,0,0,2,1,0
16,1,1,1,2,0,0
17,1,0,1,2,0,0
18,80,1,0,2,1,0
19,80,3,0,2,1,0
20,81,3,1,0,0,0
21,1,2,1,2,3,0
22,80,0,2,2,3,0
23,79,0,2,2,3,0
24,80,3,0,2,3,0
25,0,1,1,2,0,0
26,81,1,0,1,1,0
27,1,0,2,2,1,0
28,79,2,1,2,0,0
29,1,2,2,2,0,0
30,82,0,0,0,0,0
31,82,0,2,0,0,0
32,79,3,0,2,0,0
33,80,3,2,2,0,0
34,81,0,1,0,0,0
35,1,2,2,2,0,0
36,81,1,2,0,0,0
37,80,2,0,2,3,0
38,82,0,2,3,3,0
39,1,3,0,2,3,0
40,79,3,0,2,3,0
41,79,0,1,2,0,0
42,1,0,1,2,0,0
43,79,1,1,2,1,0
44,81,2,1,3,3,0
45,81,0,0,3,3,0
46,82,1,0,1,1,0
47,79,3,0,2,1,0
48,0,0,2,2,1,0
49,1,1,1,2,0,0
50,82,3,0,0,0,0
51,81,2,2,0,0,0
52,82,0,1,0,0,0
53,82,2,2,0,0,0
54,81,0,0,0,0,0
55,1,2,2,2,0,0
56,82,2,2,0,0,0
57,79,0,0,2,0,0
58,81,1,2,0,0,0
59,80,2,1,2,0,0
60,1,2,1,2,0,0
61,82,0,2,0,0,0
62,82,3,0,0,0,0
63,0,2,0,2,3,0
64,80,0,1,2,0,0
65,80,2,0,2,3,0
66,1,3,0,2,3,0
67,79,0,2,2,3,0
68,81,3,1,0,0,0
69,79,1,0,2,1,0
70,81,2,0,3,3,0
71,81,1,2,3,3,0
72,1,1,0,2,1,0
73,82,3,0,1,1,0
74,80,2,0,2,3,0
75,81,3,0,3,3,0
76,1,0,2,2,3,0
77,80,2,0,2,3,0
78,82,3,2,3,3,0
79,80,2,0,2,3,0
80,0,3,0,2,3,0
81,0,3,1,2,0,0
82,81,3,2,0,0,0
83,81,1,2,0,0,0
84,81,3,0,0,0,0
85,1,1,1,2,0,0
86,0,3,0,2,0,0
87,82,1,1,0,0,0
88,0,3,2,2,0,0
89,81,3,2,0,0,0
90,1,1,0,2,1,0
91,79,3,1,2,0,0
92,82,0,0,0,0,0
93,1,3,2,2,0,0
94,82,2,1,0,0,0
95,0,1,1,2,1,0
96,81,1,0,1,1,0
97,81,2,2,1,1,0
98,1,3,1,2,0,0
99,1,0,0,2,0,0
100,0,3,0,2,0,0
101,1,1,1,2,0,0
102,1,0,0,2,0,0
103,79,0,1,2,0,0
104,0,0,1,2,0,0
105,1,1,2,2,0,0
106,81,1,1,0,0,0
107,79,1,1,2,0,0
108,82,2,0,3,3,0
109,79,2,2,2,3,0
110,81,2,2,3,3,0
111,80,2,0,2,3,0
112,80,3,0,2,3,0
113,0,0,0,2,3,0
114,1,0,2,2,3,0
115,82,2,1,0,0,0
116,82,0,0,0,0,0
117,82,2,0,3,3,0
118,81,3,2,3,3,0
119,81,1,0,1,1,0
120,82,0,0,1,1,0
121,82,3,1,0,0,0
122,1,1,0,2,1,0
123,0,0,0,2,1,0
124,1,2,2,2,1,0
125,0,2,0,2,3,0
126,80,3,0,2,3,0
127,81,0,1,0,0,0
128,80,1,0,2,1,0
129,0,0,0,2,1,0
130,0,0,1,2,0,0
131,0,0,0,2,0,0
132,79,2,1,2,0,0
133,80,0,0,2,0,0
134,81,0,1,0,0,0
135,1,3,1,2,0,0
136,79,3,0,2,0,0
137,79,0,1,2,0,0
138,1,0,1,2,0,0
139,81,2,0,3,3,0
140,1,0,1,2,0,0
141,0,1,0,2,1,0
142,80,2,0,2,3,0
143,0,1,2,2,3,0
144,80,1,0,2,1,0
145,81,3,2,1,1,0
146,81,0,2,1,1,0
147,82,1,0,1,1,0
148,1,3,2,2,1,0
149,0,0,2,2,1,0
150,79,0,2,2,1,0
151,79,3,0,2,1,0
152,79,3,2,2,1,0
153,82,3,2,1,1,0
154,79,3,1,2,0,0
155,0,0,1,2,0,0
156,79,3,2,2,0,0
157,79,2,1,2,0,0
158,81,1,0,1,1,0
159,82,1,1,0,0,0
160,82,2,0,3,3,0
161,1,2,1,2,0,0
162,81,1,0,1,1,0
163,82,1,0,1,1,0
164,0,0,0,2,1,0
165,81,3,0,1,1,0
166,79,0,2,2,1,0
167,82,1,2,1,1,0
168,0,3,2,2,1,0
169,80,2,2,2,1,0
170,81,3,2,1,1,0
171,1,3,2,2,1,0
172,79,1,0,2,1,0
173,80,3,1,2,0,0
174,79,1,0,2,1,0
175,79,2,2,2,1,0
176,81,0,2,1,1,0
177,79,2,2,2,1,0
178,81,3,2,1,1,0
179,80,0,0,2,1,0
180,79,3,2,2,1,0
181,81,3,2,1,1,0
182,82,3,1,0,0,0
183,82,3,0,0,0,0
184,79,0,0,2,0,0
185,82,1,0,1,1,0
186,81,0,1,0,0,0
187,82,3,0,0,0,0
188,80,1,2,2,0,0
189,79,3,2,2,0,0
190,81,3,2,0,0,0
191,82,2,0,3,3,0
192,80,0,1,2,0,0
