Time,I: the_voltage,I: the_turn_indicator_lever,I: the_emergency_flashing,O: the_indication_lights,O: the_flashing_mode,O: the_flashing_timer
0,0,0,0,2,2,0
1,81,0,0,2,2,0
2,1,2,0,2,3,0
3,81,1,0,1,1,0
4,82,1,0,1,1,0
5,82,0,2,1,1,0
6,1,2,2,2,1,0
7,0,3,2,2,1,0
8,1,1,2,2,1,0
9,80,2,2,2,1,0
10,0,3,2,2,1,0
11,0,2,1,2,0,0
12,82,0,1,0,0,0
13,82,3,2,0,0,0
14,82,2,2,0,0,0
15,81,3,1,0,0,0
16,79,3,2,2,0,0
17,79,0,0,2,0,0
18,82,2,1,0,0,0
19,82,0,2,0,0,0
20,0,1,0,2,1,0
21,82,2,1,0,0,0
22,81,3,0,0,0,0
23,1,0,2,2,0,0
24,81,3,1,0,0,0
25,79,1,2,2,0,0
26,79,2,1,2,0,0
27,1,0,2,2,0,0
28,79,0,0,2,0,0
29,81,2,1,0,0,0
30,80,0,1,2,0,0
31,81,1,2,0,0,0
32,81,1,0,1,1,0
33,82,2,1,0,0,0
34,0,0,2,2,0,0
35,82,1,2,0,0,0
36,0,0,2,2,0,0
37,81,3,2,0,0,0
38,1,2,0,2,3,0
39,80,3,0,2,3,0
40,81,0,0,3,3,0
41,0,2,2,2,3,0
42,1,2,1,2,0,0
43,0,2,0,2,3,0
44,80,1,1,2,0,0
45,82,1,1,0,0,0
46,0,1,1,2,0,0
47,79,3,0,2,0,0
48,79,2,0,2,3,0
49,1,3,1,2,0,0
50,79,2,2,2,0,0
51,79,0,0,2,0,0
52,1,1,1,2,0,0
53,1,0,1,2,0,0
54,79,0,0,2,0,0
55,82,3,2,0,0,0
56,80,3,0,2,0,0
57,80,2,1,2,0,0
58,1,1,1,2,1,0
59,81,0,0,1,1,0
60,79,2,1,2,0,0
61,1,1,1,2,1,0
62,80,0,1,2,0,0
63,0,3,0,2,0,0
64,1,2,2,2,0,0
65,79,1,2,2,0,0
66,81,0,1,0,0,0
67,0,0,0,2,0,0
68,82,3,2,0,0,0
69,0,3,2,2,0,0
70,81,0,2,0,0,0
71,1,2,1,2,0,0
72,0,2,2,2,0,0
73,1,2,2,2,0,0
74,80,2,2,2,0,0
75,82,1,1,0,0,0
76,80,3,1,2,0,0
77,1,1,1,2,1,0
78,79,3,0,2,1,0
79,1,0,2,2,1,0
80,0,3,2,2,1,0
81,82,1,2,1,1,0
82,79,1,0,2,1,0
83,81,2,2,1,1,0
84,1,3,0,2,1,0
85,79,0,1,2,0,0
86,0,1,2,2,0,0
87,0,1,2,2,0,0
