Time,I: the_voltage,I: the_turn_indicator_lever,I: the_emergency_flashing,O: the_indication_lights,O: the_flashing_mode,O: the_flashing_timer
0,0,0,0,2,2,0
1,1,3,0,2,2,0
2,79,0,0,2,2,0
3,79,3,2,2,2,0
4,79,2,1,2,0,0
5,80,2,0,2,3,0
6,1,2,1,2,0,0
7,82,2,1,0,0,0
8,80,2,2,2,0,0
9,0,2,0,2,3,0
10,0,2,2,2,3,0
11,79,3,2,2,3,0
12,80,0,0,2,3,0
13,82,1,2,3,3,0
14,82,1,2,3,3,0
15,82,3,1,0,0,0
16,79,0,1,2,0,0
17,81,3,2,0,0,0
18,1,3,0,2,0,0
19,0,1,0,2,1,0
20,80,1,2,2,1,0
21,80,0,2,2,1,0
22,80,2,0,2,3,0
23,82,3,2,3,3,0
24,1,2,0,2,3,0
25,82,0,2,3,3,0
26,81,3,1,0,0,0
27,81,3,2,0,0,0
28,0,2,2,2,0,0
29,80,3,2,2,0,0
30,80,3,2,2,0,0
31,1,2,1,2,0,0
32,81,0,2,0,0,0
33,79,2,2,2,0,0
34,80,1,1,2,0,0
35,79,1,0,2,1,0
36,0,2,1,2,0,0
37,82,1,0,1,1,0
38,81,3,1,0,0,0
39,0,0,1,2,0,0
40,80,3,1,2,0,0
41,82,0,2,0,0,0
42,80,0,2,2,0,0
43,81,0,2,0,0,0
44,1,0,1,2,0,0
45,81,1,0,1,1,0
46,81,2,1,0,0,0
47,1,3,0,2,0,0
48,81,3,1,0,0,0
49,0,3,0,2,0,0
50,79,2,1,2,0,0
51,80,1,2,2,0,0
52,80,1,0,2,1,0
53,82,3,0,1,1,0
54,1,0,2,2,1,0
55,80,1,1,2,0,0
56,1,1,0,2,1,0
57,1,2,1,2,0,0
58,1,3,1,2,0,0
59,0,1,2,2,0,0
60,81,1,0,1,1,0
61,80,0,1,2,0,0
62,80,1,0,2,1,0
63,82,0,2,1,1,0
64,79,3,2,2,1,0
65,0,1,1,2,0,0
66,82,2,1,3,3,0
67,1,1,0,2,1,0
68,79,1,2,2,1,0
69,81,1,0,1,1,0
70,82,2,1,0,0,0
71,82,3,1,0,0,0
72,80,2,0,2,3,0
73,80,1,1,2,0,0
74,82,0,2,0,0,0
75,1,0,1,2,0,0
76,1,2,2,2,0,0
77,81,3,2,0,0,0
78,79,0,1,2,0,0
79,0,3,2,2,0,0
80,82,1,2,0,0,0
81,1,3,2,2,0,0
82,81,3,0,0,0,0
83,81,0,2,0,0,0
84,79,3,1,2,0,0
85,0,1,2,2,0,0
86,80,0,2,2,0,0
87,1,3,0,2,0,0
88,82,2,0,3,3,0
89,1,3,0,2,3,0
90,0,0,0,2,3,0
91,1,2,1,2,0,0
