Time,I: the_voltage,I: the_turn_indicator_lever,I: the_emergency_flashing,O: the_indication_lights,O: the_flashing_mode,O: the_flashing_timer
0,0,0,0,2,2,0
1,80,0,2,2,2,0
2,82,1,1,0,0,0
3,81,2,1,3,3,0
4,1,3,0,2,3,0
5,80,1,0,2,1,0
6,0,2,2,2,1,0
7,0,3,0,2,1,0
8,79,3,2,2,1,0
9,80,3,1,2,0,0
10,82,3,1,0,0,0
11,0,3,2,2,0,0
12,82,2,1,0,0,0
13,1,1,2,2,0,0
14,0,0,0,2,0,0
15,79,1,2,2,0,0
16,79,1,2,2,0,0
17,0,3,1,2,0,0
18,0,1,1,2,1,0
19,0,0,0,2,1,0
20,80,3,1,2,0,0
21,1,1,1,2,1,0
22,0,2,1,2,3,0
23,79,3,1,2,3,0
24,1,3,2,2,3,0
