Time,I: the_voltage,I: the_turn_indicator_lever,I: the_emergency_flashing,O: the_indication_lights,O: the_flashing_mode,O: the_flashing_timer
0,0,0,0,2,2,0
1,80,0,0,2,2,0
2,79,2,1,2,0,0
3,81,1,2,0,0,0
4,0,2,0,2,3,0
5,79,1,0,2,1,0
6,0,3,2,2,1,0
7,79,2,2,2,1,0
8,1,0,1,2,0,0
9,1,0,0,2,0,0
10,0,2,1,2,0,0
11,80,2,1,2,0,0
12,81,2,1,0,0,0
13,80,2,1,2,0,0
14,1,2,2,2,0,0
15,81,2,2,0,0,0
16,1,3,2,2,0,0
17,82,2,0,3,3,0
18,0,1,1,2,0,0
19,79,0,2,2,0,0
20,82,2,0,3,3,0
21,0,0,1,2,0,0
22,82,1,1,1,1,0
23,80,1,2,2,1,0
24,0,1,1,2,0,0
25,81,0,1,0,0,0
26,79,1,1,2,1,0
27,1,1,1,2,1,0
28,0,1,2,2,1,0
29,0,0,2,2,1,0
30,79,1,2,2,1,0
31,81,2,0,3,3,0
32,79,2,1,2,0,0
33,0,0,0,2,0,0
34,82,1,2,0,0,0
35,0,0,0,2,0,0
36,82,1,1,0,0,0
37,0,0,2,2,0,0
38,0,1,0,2,1,0
39,79,1,0,2,1,0
40,81,0,2,1,1,0
41,79,0,0,2,1,0
42,82,1,2,1,1,0
43,1,3,0,2,1,0
44,1,0,2,2,1,0
45,1,0,1,2,0,0
46,0,3,2,2,0,0
47,80,2,0,2,3,0
48,81,3,2,3,3,0
49,81,3,1,0,0,0
50,79,0,0,2,0,0
51,0,1,0,2,1,0
52,80,0,1,2,0,0
53,79,3,1,2,0,0
54,0,1,0,2,1,0
55,80,1,0,2,1,0
56,81,3,0,1,1,0
57,82,1,1,0,0,0
58,80,3,2,2,0,0
59,80,2,1,2,0,0
60,79,2,1,2,0,0
61,0,3,1,2,0,0
62,80,0,2,2,0,0
63,79,1,0,2,1,0
64,1,3,2,2,1,0
65,82,0,0,1,1,0
66,79,1,2,2,1,0
67,0,1,2,2,1,0
68,79,3,2,2,1,0
69,79,3,0,2,1,0
70,0,2,2,2,1,0
71,80,0,1,2,0,0
72,79,2,0,2,3,0
73,80,1,1,2,0,0
74,79,3,0,2,0,0
75,79,3,0,2,0,0
76,1,1,2,2,0,0
77,80,1,0,2,1,0
78,1,0,0,2,1,0
79,80,1,1,2,0,0
80,79,3,1,2,0,0
81,79,1,2,2,0,0
82,82,3,2,0,0,0
83,82,3,2,0,0,0
84,79,0,2,2,0,0
85,1,0,0,2,0,0
86,81,0,1,0,0,0
87,1,1,1,2,1,0
88,81,0,2,1,1,0
89,0,1,0,2,1,0
90,0,3,2,2,1,0
91,79,0,2,2,1,0
92,82,1,1,0,0,0
93,81,3,1,0,0,0
94,80,3,1,2,0,0
95,0,2,1,2,3,0
96,0,2,2,2,3,0
97,82,0,0,3,3,0
98,80,3,2,2,3,0
99,81,3,0,3,3,0
100,1,0,0,2,3,0
101,79,1,2,2,3,0
102,81,1,2,3,3,0
103,1,1,1,2,0,0
104,81,2,1,3,3,0
105,0,1,1,2,1,0
106,1,1,2,2,1,0
107,81,1,2,1,1,0
108,82,3,2,1,1,0
109,82,0,1,0,0,0
110,80,3,2,2,0,0
111,82,3,0,0,0,0
112,80,3,2,2,0,0
113,79,2,2,2,0,0
114,81,0,2,0,0,0
115,80,3,0,2,0,0
116,80,2,2,2,0,0
117,79,1,2,2,0,0
118,81,1,2,0,0,0
119,80,3,1,2,0,0
120,0,2,1,2,3,0
121,79,0,0,2,3,0
122,0,1,2,2,3,0
123,79,2,2,2,3,0
124,82,0,1,0,0,0
125,80,2,1,2,3,0
126,81,2,2,3,3,0
127,79,1,0,2,1,0
128,82,3,1,0,0,0
129,1,0,1,2,0,0
130,1,2,0,2,3,0
131,1,1,2,2,3,0
132,81,0,1,0,0,0
133,0,1,2,2,0,0
134,82,3,1,0,0,0
135,80,0,1,2,0,0
136,1,3,2,2,0,0
137,80,0,1,2,0,0
138,0,3,0,2,0,0
139,79,2,1,2,0,0
140,0,3,1,2,0,0
141,1,2,1,2,3,0
142,0,1,2,2,3,0
143,80,0,2,2,3,0
144,1,1,2,2,3,0
145,0,0,1,2,0,0
146,80,0,0,2,0,0
147,81,2,0,3,3,0
148,0,1,0,2,1,0
149,81,2,2,1,1,0
150,1,0,1,2,0,0
151,0,2,1,2,3,0
152,80,0,1,2,0,0
153,82,3,2,0,0,0
154,82,3,1,0,0,0
155,1,2,0,2,3,0
156,80,2,0,2,3,0
157,80,2,0,2,3,0
158,80,3,1,2,0,0
159,81,0,2,0,0,0
160,79,0,0,2,0,0
161,0,2,0,2,3,0
162,1,3,0,2,3,0
163,81,3,1,0,0,0
164,81,3,0,0,0,0
165,0,2,2,2,0,0
166,82,0,2,0,0,0
167,0,2,2,2,0,0
168,82,3,2,0,0,0
169,79,0,1,2,0,0
170,81,2,0,3,3,0
171,0,0,2,2,3,0
172,81,0,2,3,3,0
173,81,0,2,3,3,0
174,81,0,1,0,0,0
175,0,3,1,2,0,0
176,80,2,1,2,3,0
177,79,0,2,2,3,0
178,0,2,2,2,3,0
179,80,3,0,2,3,0
180,82,2,1,0,0,0
181,81,2,2,0,0,0
182,82,0,0,0,0,0
183,81,1,1,0,0,0
184,80,0,1,2,0,0
185,82,0,0,0,0,0
186,1,3,2,2,0,0
187,81,0,0,0,0,0
188,1,0,0,2,0,0
189,82,2,1,0,0,0
190,80,1,1,2,1,0
191,80,1,0,2,1,0
192,79,2,2,2,1,0
193,79,0,0,2,1,0
194,82,1,1,0,0,0
195,81,1,2,0,0,0
196,0,0,2,2,0,0
197,82,1,1,0,0,0
198,82,3,0,0,0,0
199,1,3,1,2,0,0
200,80,1,0,2,1,0
201,82,2,1,0,0,0
202,81,3,2,0,0,0
203,81,1,0,1,1,0
204,82,2,2,1,1,0
205,80,3,2,2,1,0
206,79,3,1,2,0,0
207,82,3,2,0,0,0
208,80,2,1,2,0,0
209,81,3,1,0,0,0
210,79,2,1,2,3,0
211,79,3,1,2,3,0
212,81,0,1,0,0,0
213,81,3,0,0,0,0
214,1,0,0,2,0,0
215,81,2,0,3,3,0
216,82,2,1,0,0,0
217,82,0,0,0,0,0
218,82,3,2,0,0,0
219,1,1,2,2,0,0
220,80,0,1,2,0,0
221,80,2,2,2,0,0
222,0,1,2,2,0,0
223,82,1,1,0,0,0
224,1,0,2,2,0,0
225,82,0,1,0,0,0
226,82,3,1,0,0,0
227,0,2,1,2,3,0
