Time,I: the_voltage,I: the_turn_indicator_lever,I: the_emergency_flashing,O: the_indication_lights,O: the_flashing_mode,O: the_flashing_timer
0,0,0,0,2,2,0
1,1,0,2,2,2,0
2,81,0,1,0,0,0
3,1,3,0,2,0,0
4,79,2,2,2,0,0
5,79,3,1,2,0,0
6,80,2,1,2,3,0
7,81,0,2,3,3,0
8,81,0,1,0,0,0
9,0,0,2,2,0,0
10,1,1,0,2,1,0
11,1,0,1,2,0,0
12,80,1,0,2,1,0
13,0,0,0,2,1,0
14,82,3,2,1,1,0
15,81,2,0,3,3,0
16,1,2,0,2,3,0
17,80,2,2,2,3,0
18,79,3,2,2,3,0
19,0,0,0,2,3,0
20,1,0,0,2,3,0
21,80,0,0,2,3,0
22,79,0,0,2,3,0
23,0,0,2,2,3,0
24,79,0,1,2,0,0
25,0,3,0,2,0,0
26,81,2,1,0,0,0
27,1,3,0,2,0,0
28,0,0,0,2,0,0
29,1,2,2,2,0,0
30,81,3,2,0,0,0
31,1,1,1,2,0,0
32,0,2,0,2,3,0
33,82,1,1,0,0,0
34,80,2,0,2,3,0
35,80,0,1,2,0,0
36,81,2,0,3,3,0
37,1,2,2,2,3,0
38,1,0,2,2,3,0
39,81,2,1,0,0,0
40,79,0,0,2,0,0
41,81,3,1,0,0,0
42,82,2,1,3,3,0
43,82,3,2,3,3,0
44,1,3,2,2,3,0
45,0,1,0,2,1,0
46,1,0,1,2,0,0
47,80,0,1,2,0,0
48,79,1,0,2,1,0
49,81,3,2,1,1,0
50,1,1,2,2,1,0
51,79,0,2,2,1,0
52,0,1,1,2,0,0
53,80,2,0,2,3,0
54,1,1,0,2,1,0
55,1,3,1,2,0,0
56,0,3,2,2,0,0
57,81,3,2,0,0,0
58,1,1,2,2,0,0
59,79,2,2,2,0,0
60,0,3,2,2,0,0
61,81,0,2,0,0,0
62,81,2,2,0,0,0
63,79,3,1,2,0,0
64,80,1,1,2,1,0
65,0,3,2,2,1,0
66,80,2,1,2,0,0
67,82,2,0,3,3,0
68,1,2,2,2,3,0
69,79,2,2,2,3,0
70,0,0,0,2,3,0
71,81,3,0,3,3,0
72,1,2,1,2,0,0
73,81,1,2,0,0,0
74,81,0,2,0,0,0
75,79,1,0,2,1,0
76,81,2,1,0,0,0
77,81,1,0,1,1,0
78,80,0,2,2,1,0
79,81,2,1,0,0,0
80,80,3,0,2,0,0
81,80,0,1,2,0,0
82,80,3,0,2,0,0
83,82,0,1,0,0,0
84,82,0,2,0,0,0
85,0,2,2,2,0,0
86,1,3,2,2,0,0
87,81,1,2,0,0,0
88,80,3,2,2,0,0
89,79,3,2,2,0,0
90,81,1,2,0,0,0
91,80,3,1,2,0,0
92,80,0,0,2,0,0
93,82,1,0,1,1,0
94,79,0,1,2,0,0
95,0,1,0,2,1,0
96,81,3,0,1,1,0
97,1,3,0,2,1,0
98,81,0,0,1,1,0
99,1,3,0,2,1,0
100,1,0,0,2,1,0
101,79,3,0,2,1,0
102,1,2,2,2,1,0
103,0,0,0,2,1,0
104,1,0,1,2,0,0
105,0,3,2,2,0,0
106,81,0,2,0,0,0
107,79,3,2,2,0,0
108,82,1,1,0,0,0
109,79,0,0,2,0,0
110,0,0,0,2,0,0
111,1,1,1,2,0,0
112,82,2,0,3,3,0
113,80,2,2,2,3,0
114,1,3,2,2,3,0
115,1,0,1,2,0,0
116,79,0,1,2,0,0
117,82,3,0,0,0,0
118,1,1,2,2,0,0
119,82,1,2,0,0,0
120,80,3,0,2,0,0
121,79,3,2,2,0,0
122,79,3,0,2,0,0
123,81,3,2,0,0,0
124,1,2,1,2,0,0
125,80,2,0,2,3,0
126,0,2,2,2,3,0
127,81,1,1,0,0,0
128,0,0,0,2,0,0
129,80,3,0,2,0,0
130,0,0,0,2,0,0
131,0,1,0,2,1,0
132,80,1,2,2,1,0
133,81,0,2,1,1,0
134,81,1,2,1,1,0
135,82,0,0,1,1,0
136,1,2,0,2,3,0
137,79,2,0,2,3,0
138,80,1,1,2,0,0
139,1,1,1,2,0,0
140,80,2,2,2,0,0
141,79,3,0,2,0,0
142,1,3,2,2,0,0
143,79,1,1,2,0,0
144,79,3,2,2,0,0
